observation_id,species,scientific_name,date,year,country,province,accuracy_m,latitude,longitude,etrs_northing,etrs_easting,reliability,collection_quality,record_type,source_collection,grid_id
http://id.luomus.fi/MY.3349143,herkkutatti (fi) — Boletus edulis,Boletus edulis,1865-01-01,1865,Suomi,Varsinais-Suomi (V),50000.0,60.411837,21.80685,6708589.0,214073.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6708000-E214000
http://id.luomus.fi/MY.3358034,herkkutatti (fi) — Boletus edulis,Boletus edulis,1866-08-01 - 1866-08-31,1866,Suomi,Etelä-Häme (EH),1000.0,60.816478,23.771034,6746668.0,324401.0,NEUTRAL,PROFESSIONAL,Preserved specimen,"Exsiccatae, fungi",ETRS-TM35FIN-1km-N6746000-E324000
http://id.luomus.fi/MY.3349146,herkkutatti (fi) — Boletus edulis,Boletus edulis,1870-09-01 - 1870-09-30,1870,Suomi,Etelä-Häme (EH),1000.0,60.816478,23.771034,6746668.0,324401.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6746000-E324000
http://tun.fi/MY.1127834,herkkutatti (fi) — Boletus edulis,Boletus edulis,1969-09-13,1969,Suomi,Oulun Pohjanmaa (OP),10000.0,65.114913,25.61248,7221977.0,434855.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N7221000-E434000
http://tun.fi/MY.1127798,herkkutatti (fi) — Boletus edulis,Boletus edulis,1971-08-15,1971,Suomi,Pohjois-Savo (PS),100000.0,62.998091,27.826245,6985986.0,542430.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6985000-E542000
http://tun.fi/MY.1127806,herkkutatti (fi) — Boletus edulis,Boletus edulis,1973-08-23,1973,Suomi,Pohjois-Savo (PS),1000.0,62.971121,27.716237,6982574.0,536315.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6982000-E536000
http://tun.fi/MY.1127810,herkkutatti (fi) — Boletus edulis,Boletus edulis,1974-07-29,1974,Suomi,Pohjois-Savo (PS),1000.0,62.834757,28.007292,6967580.0,551309.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6967000-E551000
http://tun.fi/MY.1127802,herkkutatti (fi) — Boletus edulis,Boletus edulis,1974-09-15,1974,Suomi,Pohjois-Savo (PS),1000.0,62.881508,27.694397,6972578.0,535315.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6972000-E535000
http://id.luomus.fi/MY.12187390,herkkutatti (fi) — Boletus edulis,Boletus edulis,1976-09-26,1976,Suomi,Uusimaa (U),1.0,60.0,23.75,6655865.0,318772.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6655000-E318000
http://tun.fi/MY.1127794,herkkutatti (fi) — Boletus edulis,Boletus edulis,1977-07-31,1977,Suomi,Etelä-Karjala (EK),50000.0,60.536084,27.285974,6711206.0,515840.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6711000-E515000
http://id.luomus.fi/MY.3269820,herkkutatti (fi) — Boletus edulis,Boletus edulis,1977-09-18,1977,Suomi,Varsinais-Suomi (V),1000.0,59.978265,23.010522,6655704.0,277420.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6655000-E277000
http://tun.fi/MHU.21490985,herkkutatti (fi) — Boletus edulis,Boletus edulis,1979-07-29,1979,Suomi,Pohjois-Karjala (PK),100.0,62.782823,30.936827,6967530.0,700798.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6967000-E700000
http://tun.fi/MY.1127814,herkkutatti (fi) — Boletus edulis,Boletus edulis,1979-08-09,1979,Suomi,Pohjois-Karjala (PK),1000.0,62.605337,29.733088,6944590.0,640273.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6944000-E640000
http://tun.fi/MHU.21386989,herkkutatti (fi) — Boletus edulis,Boletus edulis,1981-06-15,1981,Suomi,Pohjois-Karjala (PK),1000.0,62.737169,30.978723,6962583.0,703248.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6962000-E703000
http://tun.fi/MHU.21438953,herkkutatti (fi) — Boletus edulis,Boletus edulis,1981-06-21,1981,Suomi,Pohjois-Karjala (PK),1000.0,62.737169,30.978723,6962583.0,703248.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6962000-E703000
http://tun.fi/MHU.21488707,herkkutatti (fi) — Boletus edulis,Boletus edulis,1981-06-22,1981,Suomi,Pohjois-Karjala (PK),1000.0,62.737169,30.978723,6962583.0,703248.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6962000-E703000
http://id.luomus.fi/MY.3261245,herkkutatti (fi) — Boletus edulis,Boletus edulis,1986-08-31,1986,Suomi,Uusimaa (U),100.0,60.174673,24.7203,6673048.0,373531.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6673000-E373000
http://id.luomus.fi/MY.3366375,herkkutatti (fi) — Boletus edulis,Boletus edulis,1986-09-09,1986,Suomi,Varsinais-Suomi (V),50000.0,60.415996,24.387556,6700621.0,356069.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6700000-E356000
http://tun.fi/MHU.28879603,herkkutatti (fi) — Boletus edulis,Boletus edulis,1987-07-01,1987,Suomi,Pohjois-Karjala (PK),1000.0,62.62584,31.100376,6950588.0,710245.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6950000-E710000
http://tun.fi/MHU.28879642,herkkutatti (fi) — Boletus edulis,Boletus edulis,1987-07-03,1987,Suomi,Pohjois-Karjala (PK),1000.0,62.727664,30.997023,6961583.0,704247.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6961000-E704000
http://tun.fi/MHU.28893649,herkkutatti (fi) — Boletus edulis,Boletus edulis,1988-08-13,1988,Suomi,Pohjois-Karjala (PK),100.0,62.734682,30.987201,6962333.0,703697.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6962000-E703000
http://id.luomus.fi/MY.3269868,herkkutatti (fi) — Boletus edulis,Boletus edulis,1990-07-29,1990,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://id.luomus.fi/MY.3306429,herkkutatti (fi) — Boletus edulis,Boletus edulis,1990-08-03,1990,Suomi,Uusimaa (U),1000.0,60.156544,24.394592,6671698.0,355389.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6671000-E355000
http://id.luomus.fi/MY.12187410,herkkutatti (fi) — Boletus edulis,Boletus edulis,1990-08-27,1990,Suomi,Uusimaa (U),100.0,60.291002,24.972649,6685543.0,387926.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E387000
http://tun.fi/MHU.20556137,herkkutatti (fi) — Boletus edulis,Boletus edulis,1991-06-10,1991,Suomi,Pohjois-Karjala (PK),1000.0,62.709206,31.014094,6959584.0,705247.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6959000-E705000
http://tun.fi/MY.1127826,herkkutatti (fi) — Boletus edulis,Boletus edulis,1991-07-31,1991,Suomi,Pohjois-Savo (PS),1000.0,62.864175,27.55648,6970579.0,528318.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6970000-E528000
http://tun.fi/KE.921/LGE.249227/462516,herkkutatti (fi) — Boletus edulis,Boletus edulis,1991-08-17 - 1991-08-18,1991,Suomi,Satakunta (St),1.0,61.812354,21.664385,6864820.0,219044.0,NEUTRAL,PROFESSIONAL,Observation,LajiGIS: Species monitoring sites,ETRS-TM35FIN-1km-N6864000-E219000
http://id.luomus.fi/MY.3345484,herkkutatti (fi) — Boletus edulis,Boletus edulis,1991-09-15,1991,Suomi,Etelä-Häme (EH),1000.0,61.020066,24.472078,6767660.0,363385.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6767000-E363000
http://id.luomus.fi/MY.3290224,herkkutatti (fi) — Boletus edulis,Boletus edulis,1992-08-30,1992,Suomi,Uusimaa (U),1000.0,60.173305,24.825825,6672698.0,379379.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6672000-E379000
http://id.luomus.fi/MY.3290230,Boletus edulis var. citrinus,,1992-09-06,1992,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://id.luomus.fi/MY.3871768,herkkutatti (fi) — Boletus edulis,Boletus edulis,1992-09-06,1992,Suomi,Uusimaa (U),100.0,60.276513,24.964507,6683943.0,387426.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6683000-E387000
http://id.luomus.fi/MY.3261173,herkkutatti (fi) — Boletus edulis,Boletus edulis,1992-09-08,1992,Suomi,Uusimaa (U),1000.0,60.02121,23.579786,6658703.0,309407.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6658000-E309000
http://id.luomus.fi/MY.3290389,herkkutatti (fi) — Boletus edulis,Boletus edulis,1992-09-12,1992,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://id.luomus.fi/MY.3290227,herkkutatti (fi) — Boletus edulis,Boletus edulis,1992-09-13,1992,Suomi,Uusimaa (U),1000.0,60.173305,24.825825,6672698.0,379379.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6672000-E379000
http://id.luomus.fi/MY.3261185,herkkutatti (fi) — Boletus edulis,Boletus edulis,1992-10-02,1992,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://id.luomus.fi/MY.3261179,herkkutatti (fi) — Boletus edulis,Boletus edulis,1993-09-11,1993,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://id.luomus.fi/MY.3290305,herkkutatti (fi) — Boletus edulis,Boletus edulis,1994-09-14,1994,Suomi,Uusimaa (U),10000.0,60.167466,24.745126,6672198.0,374881.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6672000-E374000
http://id.luomus.fi/MY.3290182,Boletus edulis var. citrinus,,1994-09-15,1994,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://id.luomus.fi/MY.3269937,herkkutatti (fi) — Boletus edulis,Boletus edulis,1994-09-23,1994,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://id.luomus.fi/MY.3317409,herkkutatti (fi) — Boletus edulis,Boletus edulis,1994-09-23,1994,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://mus.utu.fi/MY.7210660,herkkutatti (fi) — Boletus edulis,Boletus edulis,1994-09-25,1994,Suomi,Ahvenanmaa (A),25000.0,60.283683,20.427404,6701134.0,136884.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6701000-E136000
http://id.luomus.fi/MY.3269934,herkkutatti (fi) — Boletus edulis,Boletus edulis,1994-09-30,1994,Suomi,Uusimaa (U),1000.0,60.292472,24.980697,6685693.0,388376.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E388000
http://tun.fi/MY.1127822,herkkutatti (fi) — Boletus edulis,Boletus edulis,1995-09-18,1995,Suomi,Pohjois-Savo (PS),1000.0,62.979443,27.83477,6983574.0,542312.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6983000-E542000
http://id.luomus.fi/MY.3871783,herkkutatti (fi) — Boletus edulis,Boletus edulis,1995-09-27,1995,Suomi,Uusimaa (U),1000.0,60.417225,25.608366,6698688.0,423361.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6698000-E423000
http://tun.fi/MY.1127818,herkkutatti (fi) — Boletus edulis,Boletus edulis,1995-09-27,1995,Suomi,Pohjois-Savo (PS),100000.0,62.998091,27.826245,6985986.0,542430.0,NEUTRAL,HOBBYIST,Preserved specimen,KUO Fungal collections,ETRS-TM35FIN-1km-N6985000-E542000
http://id.luomus.fi/MY.3274289,herkkutatti (fi) — Boletus edulis,Boletus edulis,1996-07-18,1996,Suomi,Uusimaa (U),1000.0,60.295591,25.197558,6685693.0,400371.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6685000-E400000
http://mus.utu.fi/MY.7210690,herkkutatti (fi) — Boletus edulis,Boletus edulis,1997-08-12,1997,Suomi,Varsinais-Suomi (V),1000.0,60.104547,23.337202,6668699.0,296413.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6668000-E296000
http://mus.utu.fi/MY.7210693,herkkutatti (fi) — Boletus edulis,Boletus edulis,1997-08-12,1997,Suomi,Varsinais-Suomi (V),1000.0,60.104547,23.337202,6668699.0,296413.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6668000-E296000
http://tun.fi/KE.8_1219670#11,herkkutatti (fi) — Boletus edulis,Boletus edulis,1997-09-10,1997,Suomi,Varsinais-Suomi (V),5000.0,60.464848,22.127755,6713093.0,232171.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6713000-E232000
http://id.luomus.fi/MY.3237628,herkkutatti (fi) — Boletus edulis,Boletus edulis,1997-09-20,1997,Suomi,Varsinais-Suomi (V),1000.0,60.018335,23.149304,6659703.0,285417.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6659000-E285000
http://id.luomus.fi/MY.3274295,herkkutatti (fi) — Boletus edulis,Boletus edulis,1997-09-27,1997,Suomi,Uusimaa (U),1000.0,60.337735,25.738512,6689691.0,430359.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6689000-E430000
http://id.luomus.fi/MY.3249839,herkkutatti (fi) — Boletus edulis,Boletus edulis,1997-09-29,1997,Suomi,Varsinais-Suomi (V),100.0,60.323147,24.489058,6690041.0,361336.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6690000-E361000
http://id.luomus.fi/MY.3274298,herkkutatti (fi) — Boletus edulis,Boletus edulis,1998-08-03,1998,Suomi,Uusimaa (U),100.0,60.339849,25.724849,6689941.0,429609.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6689000-E429000
http://id.luomus.fi/MY.3274301,herkkutatti (fi) — Boletus edulis,Boletus edulis,2000-07-16,2000,Suomi,Uusimaa (U),1000.0,60.767139,25.593224,6737672.0,423361.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6737000-E423000
http://mus.utu.fi/MY.7210657,herkkutatti (fi) — Boletus edulis,Boletus edulis,2000-08-21,2000,Suomi,Ahvenanmaa (A),50000.0,60.001273,19.778556,6673594.0,97636.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6673000-E97000
http://tun.fi/MY.3102296,herkkutatti (fi) — Boletus edulis,Boletus edulis,2000-08-29,2000,Suomi,Inarin Lappi (InL),7.0,68.45629,27.420462,7593798.0,517232.0,NEUTRAL,PROFESSIONAL,Preserved specimen,"Fungal collection of the Botanical Museum, University of Oulu (OULU)",ETRS-TM35FIN-1km-N7593000-E517000
http://tun.fi/MY.2042891,herkkutatti (fi) — Boletus edulis,Boletus edulis,2001-07-25,2001,Suomi,Pohjois-Häme (PH),71.0,62.240894,25.737624,6901657.0,434407.0,NEUTRAL,PROFESSIONAL,Preserved specimen,JYV - Fungal collection,ETRS-TM35FIN-1km-N6901000-E434000
http://mus.utu.fi/MY.7210686,herkkutatti (fi) — Boletus edulis,Boletus edulis,2001-08-07,2001,Suomi,Varsinais-Suomi (V),1000.0,60.251166,23.121958,6685692.0,285417.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6685000-E285000
http://mus.utu.fi/MY.7210699,herkkutatti (fi) — Boletus edulis,Boletus edulis,2001-09-21,2001,Suomi,Satakunta (St),50000.0,60.900115,22.93385,6758553.0,279365.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6758000-E279000
http://tun.fi/MHU.15017984,herkkutatti sp.,,2002-08-09,2002,Suomi,Pohjois-Karjala (PK),100.0,62.735577,30.987322,6962433.0,703697.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6962000-E703000
http://tun.fi/MHU.14725621,herkkutatti (fi) — Boletus edulis,Boletus edulis,2003-06-19,2003,Suomi,Pohjois-Karjala (PK),1000.0,62.737169,30.978723,6962583.0,703248.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6962000-E703000
http://mus.utu.fi/MY.7210703,herkkutatti (fi) — Boletus edulis,Boletus edulis,2003-08-16,2003,Suomi,Etelä-Häme (EH),1000.0,60.988243,23.457727,6766660.0,308407.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6766000-E308000
http://id.luomus.fi/MY.3244974,herkkutatti (fi) — Boletus edulis,Boletus edulis,2003-08-18,2003,Suomi,Laatokan Karjala (LK),1000.0,61.600009,29.719451,6832635.0,644272.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6832000-E644000
http://id.luomus.fi/MY.3245124,herkkutatti (fi) — Boletus edulis,Boletus edulis,2003-08-18,2003,Suomi,Laatokan Karjala (LK),1000.0,61.671715,29.725757,6840632.0,644272.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6840000-E644000
http://id.luomus.fi/MY.3245184,herkkutatti (fi) — Boletus edulis,Boletus edulis,2003-08-18,2003,Suomi,Laatokan Karjala (LK),1000.0,61.648097,29.553771,6837633.0,635275.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6837000-E635000
http://mus.utu.fi/MY.7210711,herkkutatti (fi) — Boletus edulis,Boletus edulis,2003-08-22,2003,Suomi,Etelä-Häme (EH),1000.0,60.9972,23.456729,6767659.0,308407.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N6767000-E308000
http://tun.fi/MHU.15018004,herkkutatti sp.,,2003-08-28 - 2003-09-11,2003,Suomi,Pohjois-Karjala (PK),10000.0,62.73186,31.007382,6962083.0,704747.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6962000-E704000
http://id.luomus.fi/MY.3245583,herkkutatti (fi) — Boletus edulis,Boletus edulis,2003-08-31,2003,Suomi,Uusimaa (U),1000.0,60.693099,26.58502,6728676.0,477340.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6728000-E477000
http://id.luomus.fi/MY.3235706,herkkutatti (fi) — Boletus edulis,Boletus edulis,2004-09-12,2004,Suomi,Etelä-Häme (EH),1000.0,60.677978,24.425747,6729675.0,359387.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6729000-E359000
http://tun.fi/MHU.235598,herkkutatti (fi) — Boletus edulis,Boletus edulis,2004-09-17,2004,Suomi,Etelä-Savo (ES),100000.0,61.4047,26.811661,6808017.0,489862.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6808000-E489000
http://tun.fi/MHU.243659,herkkutatti (fi) — Boletus edulis,Boletus edulis,2005-08-20,2005,Suomi,Etelä-Savo (ES),100000.0,61.4047,26.811661,6808017.0,489862.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6808000-E489000
http://tun.fi/HR.3211/21567493-U,herkkutatti (fi) — Boletus edulis,Boletus edulis,2005-08-30,2005,Suomi,Pohjois-Karjala (PK),5000.0,62.97489,31.41129,6990462.0,723506.0,COMMUNITY_VERIFIED,AMATEUR,Photographed,iNaturalist Suomi Finland,ETRS-TM35FIN-1km-N6990000-E723000
http://mus.utu.fi/MY.7210707,herkkutatti (fi) — Boletus edulis,Boletus edulis,2005-09-04,2005,Suomi,Koillismaa (Ks),1000.0,66.34396,29.463605,7360422.0,610284.0,NEUTRAL,PROFESSIONAL,Preserved specimen,TUR-A Fungus collections of the the Åbo Akademi,ETRS-TM35FIN-1km-N7360000-E610000
http://id.luomus.fi/MY.8107809,herkkutatti (fi) — Boletus edulis,Boletus edulis,2005-09-22,2005,Suomi,Etelä-Pohjanmaa (EP),1000.0,62.238712,22.309971,6909602.0,256428.0,NEUTRAL,PROFESSIONAL,Preserved specimen,Agaricales Fennoscandiae orientalis,ETRS-TM35FIN-1km-N6909000-E256000
http://tun.fi/MHU.372848,herkkutatti (fi) — Boletus edulis,Boletus edulis,2005-10-25,2005,Suomi,Oulun Pohjanmaa (OP),100000.0,65.204372,25.443245,7232769.0,426326.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N7232000-E426000
http://tun.fi/MHU.1724201,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-03,2006,Suomi,Varsinais-Suomi (V),1000.0,60.62277,23.936673,6724677.0,332398.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6724000-E332000
http://tun.fi/MHU.1724278,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-03,2006,Suomi,Etelä-Häme (EH),100000.0,61.039426,24.513134,6769957.0,365326.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6769000-E365000
http://tun.fi/MHU.14474696,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-07,2006,Suomi,Pohjois-Karjala (PK),1000.0,62.774073,30.944483,6966581.0,701248.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6966000-E701000
http://tun.fi/MHU.1734347,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-10,2006,Suomi,Varsinais-Suomi (V),1000.0,60.515225,23.946842,6712682.0,332398.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6712000-E332000
http://tun.fi/MHU.1766090,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-13,2006,Suomi,Etelä-Häme (EH),1.0,60.67454,23.608981,6731319.0,314778.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6731000-E314000
http://tun.fi/MHU.1752709,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-17,2006,Suomi,Etelä-Häme (EH),50000.0,61.618819,25.159546,6833152.0,402303.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6833000-E402000
http://tun.fi/MHU.1758367,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-17,2006,Suomi,Etelä-Häme (EH),1000.0,60.674416,23.840217,6730674.0,327400.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6730000-E327000
http://tun.fi/MHU.1770615,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-21,2006,Suomi,Etelä-Häme (EH),1000.0,60.708953,23.781837,6734673.0,324401.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6734000-E324000
http://tun.fi/MHU.1766949,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-22,2006,Suomi,Etelä-Häme (EH),50000.0,61.00253,25.414856,6764173.0,414178.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6764000-E414000
http://tun.fi/JX.995184#2,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-23,2006,Suomi,Pohjois-Karjala (PK),1000.0,62.854853,29.983737,6972938.0,651844.0,NEUTRAL,HOBBYIST,Observation,"Notebook, general observations",ETRS-TM35FIN-1km-N6972000-E651000
http://tun.fi/MHU.1768645,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-09-24,2006,Suomi,Etelä-Häme (EH),50000.0,61.00253,25.414856,6764173.0,414178.0,NEUTRAL,HOBBYIST,Observation,Hatikka.fi observations,ETRS-TM35FIN-1km-N6764000-E414000
http://tun.fi/JX.1005776#58,herkkutatti (fi) — Boletus edulis,Boletus edulis,2006-10-09,2006,Suomi,Pohjois-Karjala (PK),1000.0,62.640816,29.770759,6948621.0,642034.0,NEUTRAL,HOBBYIST,Photographed,"Notebook, general observations",ETRS-TM35FIN-1km-N6948000-E642000
