observation_id,date,year,latitude,longitude,accuracy_m,reliability,record_type,source_collection,province,grid_id
http://tun.fi/HR.3211/250768491-U,2024-09-29,2024,60.14965,24.74959,14.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E370000
http://tun.fi/HR.3211/244888748-U,2024-09-30,2024,60.4855,25.12584,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6700000-E390000
http://tun.fi/HR.3211/254235712-U,2024-09-30,2024,64.99217,24.66346,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Oulun Pohjanmaa (OP),ETRS-TM35FIN-10km-N7200000-E380000
http://tun.fi/HR.3211/245027066-U,2024-10-01,2024,60.25496,23.75093,12.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6680000-E320000
http://tun.fi/HR.3211/245041215-U,2024-10-01,2024,60.14612,24.88441,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6660000-E380000
http://tun.fi/HR.3211/245081780-U,2024-10-01,2024,60.48014,25.1164,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6700000-E390000
http://tun.fi/HR.3211/258485703-U,2024-10-02,2024,60.48404,24.42562,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6700000-E350000
http://tun.fi/JX.1773397#3,2024-10-05,2024,60.996107,25.510523,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6760000-E410000
http://tun.fi/HR.3211/246929459-U,2024-10-12,2024,59.81355,22.8978,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6630000-E270000
http://tun.fi/HR.3211/247154270-U,2024-10-13,2024,60.30269,25.20209,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E400000
http://tun.fi/JX.1775373#36,2024-10-13 [15:09-17:23],2024,61.472342,23.806064,1.0,NEUTRAL,Observation,The Atlas of Finnish Fungi,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E320000
http://tun.fi/HR.3211/249049226-U,2024-10-25,2024,60.10733,24.487,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6660000-E360000
http://tun.fi/JX.1778491#7,2024-10-26,2024,60.98826,25.653564,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6760000-E420000
http://tun.fi/JX.1778493#3,2024-10-27,2024,60.460447,25.188062,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Uusimaa (U),ETRS-TM35FIN-10km-N6700000-E400000
http://tun.fi/HR.3211/291407599-U,2025-06-21,2025,59.82445,22.98276,16.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6630000-E270000
http://tun.fi/JX.2299986#3,2025-06-27,2025,61.175548,23.895031,1.0,NEUTRAL,Observation,"Notebook, general observations",Etelä-Häme (EH),ETRS-TM35FIN-10km-N6780000-E330000
http://tun.fi/JX.2304501#24,2025-07-03,2025,60.254647,24.60232,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E360000
http://tun.fi/JX.2305266#63,2025-07-04 - 2025-07-12,2025,60.253384,24.787594,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E370000
http://tun.fi/JX.2311134#10,2025-07-14 [12:57-13:34],2025,60.325176,23.53335,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6690000-E300000
http://tun.fi/HR.3211/299488626-U,2025-07-20,2025,60.67666,26.01941,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6720000-E440000
http://tun.fi/HR.3211/303970145-U,2025-08-05,2025,60.16976,25.43118,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E410000
http://tun.fi/JX.2326896#3,2025-08-11 [12:01],2025,69.649159,27.098189,1.0,NEUTRAL,Photographed,"Notebook, general observations",Inarin Lappi (InL),ETRS-TM35FIN-10km-N7720000-E500000
http://tun.fi/HR.3211/306277325-U,2025-08-14,2025,60.2175,24.9181,32.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E380000
http://tun.fi/JX.2328150#21,2025-08-14 [15:13-17:45],2025,60.431799,23.019753,1.0,NEUTRAL,Observation,The Atlas of Finnish Fungi,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6700000-E280000
http://tun.fi/JX.2328808#42,2025-08-16 [10:53],2025,61.464384,23.812087,1.0,NEUTRAL,Observation,"Notebook, general observations",Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E330000
http://tun.fi/JX.2328760#12,2025-08-16 [6:43-8:59],2025,60.504206,22.278098,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6710000-E240000
http://tun.fi/JX.2329319#9,2025-08-17,2025,61.020208,25.518365,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6760000-E410000
http://tun.fi/HR.3211/307274392-U,2025-08-18,2025,60.99216,24.53467,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6760000-E360000
http://tun.fi/HR.3211/307694409-U,2025-08-20,2025,61.22678,26.02114,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6780000-E440000
http://tun.fi/HR.3211/307801865-U,2025-08-20,2025,62.64575,26.82963,32.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Häme (PH),ETRS-TM35FIN-10km-N6940000-E490000
http://tun.fi/HR.3211/308421757-U,2025-08-23,2025,61.03893,23.98198,16.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6770000-E330000
http://tun.fi/JX.2331268#18,2025-08-23 [9:01-11:08],2025,61.468587,23.814413,1.0,NEUTRAL,Observation,"Notebook, general observations",Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E330000
http://tun.fi/HR.3211/308770573-U,2025-08-24,2025,60.31188,19.93944,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Ahvenanmaa (A),ETRS-TM35FIN-10km-N6700000-E110000
http://tun.fi/HR.3211/333570427-U,2025-08-24,2025,60.23394,24.8787,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E380000
http://tun.fi/JX.2423727#3,2025-08-24,2025,60.499085,24.997319,1.0,NEUTRAL,Observation,"Notebook, general observations",Uusimaa (U),ETRS-TM35FIN-10km-N6700000-E380000
http://tun.fi/KE.176/68b9c85bd5de76a3ffda2dcb#Unit1,2025-08-24,2025,60.549723,21.30792,1.0,NEUTRAL,Observation,Löydös Open Finnish Observation Database,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6720000-E180000
http://tun.fi/JX.2331897#12,2025-08-24 [7:28-18:13],2025,60.404097,22.284527,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6700000-E240000
http://tun.fi/HR.3211/309233583-U,2025-08-26,2025,67.60787,28.60736,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Sompion Lappi (SoL),ETRS-TM35FIN-10km-N7500000-E560000
http://tun.fi/JX.2332493#27,2025-08-26,2025,61.042554,25.473924,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6760000-E410000
http://tun.fi/JX.2332663#14,2025-08-26,2025,60.111293,23.547046,1.0,NEUTRAL,Observation,"Notebook, general observations",Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6660000-E300000
http://tun.fi/HR.3211/309656030-U,2025-08-28,2025,61.20556,28.72528,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6780000-E590000
http://tun.fi/HR.3211/309699402-U,2025-08-28,2025,61.20895,28.7466,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6780000-E590000
http://tun.fi/HR.3211/309718080-U,2025-08-28,2025,60.28713,24.44967,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E350000
http://tun.fi/JX.2338383#15,2025-08-29 [12:12],2025,62.585377,26.640304,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Pohjois-Häme (PH),ETRS-TM35FIN-10km-N6930000-E480000
http://tun.fi/HR.3211/310154532-U,2025-08-30,2025,60.15683,21.30004,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6680000-E180000
http://tun.fi/HR.3211/310157661-U,2025-08-30,2025,62.85087,23.84341,33.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Keski-Pohjanmaa (KP),ETRS-TM35FIN-10km-N6970000-E330000
http://tun.fi/HR.3211/310234889-U,2025-08-30,2025,61.46799,25.06362,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E390000
http://tun.fi/HR.3211/318246121-U,2025-08-30,2025,60.21472,24.69891,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E370000
http://tun.fi/HR.3211/318246206-U,2025-08-30,2025,60.21232,24.69134,17.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E370000
http://tun.fi/HR.3211/310461969-U,2025-08-31,2025,61.87777,28.86162,27.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6860000-E590000
http://tun.fi/HR.3211/310471524-U,2025-08-31,2025,61.87704,28.86788,14.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6860000-E590000
http://tun.fi/HR.3211/310475721-U,2025-08-31,2025,61.87781,28.86236,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6860000-E590000
http://tun.fi/HR.3211/310537178-U,2025-08-31,2025,60.42294,22.26898,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6700000-E230000
http://tun.fi/HR.3211/310553121-U,2025-08-31,2025,60.93317,24.14428,43.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6750000-E340000
http://tun.fi/HR.3211/380771878-U,2025-08-31,2025,60.36752,24.46288,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6690000-E360000
http://tun.fi/HR.3211/310721977-U,2025-09-01,2025,59.95598,21.77714,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6650000-E200000
http://tun.fi/HR.3211/310731307-U,2025-09-01,2025,60.2905,24.76212,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E370000
http://tun.fi/HR.3211/310744797-U,2025-09-01,2025,62.04221,29.10372,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6880000-E610000
http://tun.fi/HR.3211/310810679-U,2025-09-01,2025,62.72775,29.62344,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Karjala (PK),ETRS-TM35FIN-10km-N6950000-E630000
http://tun.fi/JX.2340835#10,2025-09-01,2025,60.448709,23.120882,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6700000-E280000
http://tun.fi/HR.3211/310957556-U,2025-09-02,2025,60.46846,22.33016,12.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6710000-E240000
http://tun.fi/HR.3211/311201039-U,2025-09-03,2025,61.64251,27.3358,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6830000-E510000
http://tun.fi/HR.3211/311216674-U,2025-09-03,2025,65.06354,25.46882,24.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Oulun Pohjanmaa (OP),ETRS-TM35FIN-10km-N7210000-E420000
http://tun.fi/HR.3211/311264886-U,2025-09-03,2025,60.47067,22.33534,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6710000-E240000
http://tun.fi/HR.3211/311269313-U,2025-09-03,2025,62.76407,27.02737,14.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6950000-E500000
http://tun.fi/HR.3211/311977392-U,2025-09-03,2025,62.25375,25.75547,36.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Häme (PH),ETRS-TM35FIN-10km-N6900000-E430000
http://tun.fi/HR.3211/312410289-U,2025-09-03,2025,65.06342,25.46891,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Oulun Pohjanmaa (OP),ETRS-TM35FIN-10km-N7210000-E420000
http://tun.fi/HR.3211/311714698-U,2025-09-05,2025,60.17582,25.02969,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E390000
http://tun.fi/HR.3211/311859591-U,2025-09-06,2025,62.58499,29.82242,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Karjala (PK),ETRS-TM35FIN-10km-N6940000-E640000
http://tun.fi/HR.3211/311867543-U,2025-09-06,2025,62.61001,29.81357,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Karjala (PK),ETRS-TM35FIN-10km-N6940000-E640000
http://tun.fi/HR.3211/311872899-U,2025-09-06,2025,60.47782,22.35505,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6710000-E240000
http://tun.fi/HR.3211/311900550-U,2025-09-06,2025,60.21582,24.85607,15.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E380000
http://tun.fi/HR.3211/311941015-U,2025-09-06,2025,60.22005,24.88233,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E380000
http://tun.fi/HR.3211/390053138-U,2025-09-06,2025,60.48555,22.38505,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6710000-E240000
http://tun.fi/JX.2342218#90,2025-09-06 [10:48],2025,61.46789,23.816201,1.0,NEUTRAL,Observation,"Notebook, general observations",Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E330000
http://tun.fi/HR.3211/312143296-U,2025-09-07,2025,62.58493,29.8172,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Karjala (PK),ETRS-TM35FIN-10km-N6940000-E640000
http://tun.fi/HR.3211/312176387-U,2025-09-07,2025,61.46609,23.73924,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E320000
http://tun.fi/HR.3211/312396258-U,2025-09-07,2025,65.02072,25.45004,31.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Oulun Pohjanmaa (OP),ETRS-TM35FIN-10km-N7210000-E420000
http://tun.fi/JX.2344553#3,2025-09-09,2025,64.715615,24.534424,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Keski-Pohjanmaa (KP),ETRS-TM35FIN-10km-N7170000-E380000
http://tun.fi/HR.3211/312912758-U,2025-09-10,2025,60.25919,24.61869,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E360000
http://tun.fi/HR.3211/313321196-U,2025-09-12,2025,61.87065,28.86343,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6860000-E590000
http://tun.fi/HR.3211/313324115-U,2025-09-12,2025,61.8728,28.86389,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6860000-E590000
http://tun.fi/JX.2345769#81,2025-09-12 [10:07-15:03],2025,61.108013,24.956539,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6770000-E380000
http://tun.fi/HR.3211/313492458-U,2025-09-13,2025,60.86718,24.3702,11.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Häme (EH),ETRS-TM35FIN-10km-N6750000-E350000
http://tun.fi/HR.3211/313519883-U,2025-09-13,2025,62.92716,27.42451,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6970000-E520000
http://tun.fi/HR.3211/313525113-U,2025-09-13,2025,59.9758,23.92492,12.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6650000-E320000
http://tun.fi/HR.3211/313536389-U,2025-09-13,2025,60.21561,24.99282,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E380000
http://tun.fi/HR.3211/313570683-U,2025-09-13,2025,60.21103,24.90669,32.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E380000
http://tun.fi/JX.2345993#96,2025-09-13 [11:38],2025,61.46813,23.815958,1.0,NEUTRAL,Observation,"Notebook, general observations",Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E330000
http://tun.fi/JX.2345962#60,2025-09-13 [9:34-10:29],2025,60.243116,25.20407,1.0,NEUTRAL,Observation,The Atlas of Finnish Fungi,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E400000
http://tun.fi/JX.2467910#60,2025-09-13 [9:34-10:29],2025,60.243116,25.20407,1.0,NEUTRAL,Observation,The Atlas of Finnish Fungi,Uusimaa (U),ETRS-TM35FIN-10km-N6670000-E400000
http://tun.fi/HR.3211/313819949-U,2025-09-14,2025,60.31521,25.14433,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E390000
http://tun.fi/HR.3211/313822495-U,2025-09-14,2025,60.31453,25.1441,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6680000-E390000
http://tun.fi/HR.3211/314302775-U,2025-09-16,2025,62.8748,27.59865,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6970000-E530000
http://tun.fi/HR.3211/314368048-U,2025-09-16,2025,65.02034,24.6395,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Oulun Pohjanmaa (OP),ETRS-TM35FIN-10km-N7210000-E380000
http://tun.fi/HR.3211/314368949-U,2025-09-16,2025,65.06771,25.45989,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Oulun Pohjanmaa (OP),ETRS-TM35FIN-10km-N7210000-E420000
http://tun.fi/HR.3211/314376003-U,2025-09-16,2025,65.02015,24.63924,24.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Oulun Pohjanmaa (OP),ETRS-TM35FIN-10km-N7210000-E380000
http://tun.fi/HR.3211/314753938-U,2025-09-18,2025,62.98746,27.73196,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6980000-E530000
http://tun.fi/HR.3211/314758094-U,2025-09-18,2025,62.98405,27.72361,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6980000-E530000
http://tun.fi/HR.3211/314964649-U,2025-09-19,2025,62.89842,27.819,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6970000-E540000
http://tun.fi/HR.3211/314986835-U,2025-09-19,2025,62.63733,27.04726,12.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6940000-E500000
http://tun.fi/HR.3211/315210214-U,2025-09-20,2025,62.88288,27.88514,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6970000-E540000
http://tun.fi/HR.3211/315210887-U,2025-09-20,2025,60.45688,23.62825,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6700000-E310000
http://tun.fi/HR.3211/315211046-U,2025-09-20,2025,60.45685,23.62837,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6700000-E310000
http://tun.fi/HR.3211/315504131-U,2025-09-21,2025,60.13829,25.00058,13.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6660000-E380000
http://tun.fi/HR.3211/315556811-U,2025-09-21,2025,63.01645,27.42926,10.0,NEUTRAL,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6980000-E520000
http://tun.fi/HR.3211/315557005-U,2025-09-21,2025,63.01644,27.42927,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6980000-E520000
http://tun.fi/JX.2355106#3,2025-09-22 [11:48] - 2025-10-11 [13:27],2025,61.468664,23.814591,1.0,NEUTRAL,Observation,"Notebook, general observations",Etelä-Häme (EH),ETRS-TM35FIN-10km-N6810000-E330000
http://tun.fi/JX.2354872#3,2025-09-22 [14:50],2025,60.652562,27.223862,1.0,NEUTRAL,Observation,"Notebook, general observations",Etelä-Karjala (EK),ETRS-TM35FIN-10km-N6720000-E510000
http://tun.fi/HR.3211/316278451-U,2025-09-24,2025,63.01507,27.44487,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6980000-E520000
http://tun.fi/HR.3211/316810609-U,2025-09-26,2025,61.45324,27.40432,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Etelä-Savo (ES),ETRS-TM35FIN-10km-N6810000-E520000
http://tun.fi/HR.3211/316967671-U,2025-09-27,2025,60.62528,21.70071,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6730000-E210000
http://tun.fi/HR.3211/316976267-U,2025-09-27,2025,59.84475,23.24429,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6640000-E280000
http://tun.fi/HR.3211/342019190-U,2025-09-27,2025,59.84482,23.24423,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6640000-E280000
http://tun.fi/HR.3211/317258622-U,2025-09-28,2025,63.25136,24.15718,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Keski-Pohjanmaa (KP),ETRS-TM35FIN-10km-N7010000-E350000
http://tun.fi/HR.3211/317482735-U,2025-09-28,2025,60.28681,24.49826,29.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6680000-E360000
http://tun.fi/HR.3211/317692406-U,2025-09-29,2025,63.01427,28.57053,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Karjala (PK),ETRS-TM35FIN-10km-N6980000-E570000
http://tun.fi/JX.2351427#69,2025-09-29 [9:51-13:55],2025,60.518933,22.358965,1.0,NEUTRAL,Observation,"Notebook, general observations",Varsinais-Suomi (V),ETRS-TM35FIN-10km-N6710000-E240000
http://tun.fi/HR.3211/317750094-U,2025-09-30,2025,62.89508,27.60434,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6970000-E530000
http://tun.fi/JX.2351759#9,2025-09-30,2025,59.906439,23.498849,1.0,NEUTRAL,Photographed,The Atlas of Finnish Fungi,Uusimaa (U),ETRS-TM35FIN-10km-N6640000-E300000
http://tun.fi/HR.3211/318151964-U,2025-10-02,2025,60.0233,24.46962,32.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6650000-E350000
http://tun.fi/HR.3211/388942906-U,2025-10-03,2025,60.8591,25.59357,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6740000-E420000
http://tun.fi/HR.3211/318893261-U,2025-10-05,2025,62.16454,27.80188,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6890000-E540000
http://tun.fi/HR.3211/319351459-U,2025-10-07,2025,60.14673,24.87763,12.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Uusimaa (U),ETRS-TM35FIN-10km-N6660000-E380000
http://tun.fi/HR.3211/319953053-U,2025-10-10,2025,62.90047,27.59717,10.0,COMMUNITY_VERIFIED,Photographed,iNaturalist Suomi Finland,Pohjois-Savo (PS),ETRS-TM35FIN-10km-N6970000-E530000
