sample_group	scientific_name	latitude_wgs84	longitude_wgs84	etrs_tm35fin_easting_m	etrs_tm35fin_northing_m	coordinate_accuracy_m	temp_mean_7d	temp_mean_14d	temp_mean_30d	temp_min_7d	temp_max_7d	rain_mean_7d	rain_mean_14d	rain_mean_30d	rainy_days_14d	event_year	event_month	day_of_year	Has Boletus edulis	longitude_partition
other_agaricoid	Sarcomyxa serotina	61.468768	23.893484	334507.273	6818945.663	1	6.3562	5.5121	9.5684	-0.0089	13.4266	3.3938	4.4046	3.6804	9	2023	10	290	0	2
other_agaricoid	Cortinarius privignatus	62.036735	23.893775	337544.888	6882163.373	100	13.0286	12.4143	13.2733	4.0	22.0	0.2266	1.1543	2.1374	4	2013	9	253	0	2
boletus_edulis	Boletus edulis	61.86869	23.89433	336678.207	6863457.079	10	16.4478	15.8099	16.7111	11.7385	23.6252	4.2927	3.3395	2.6347	9	2021	8	226	1	2
boletus_edulis	Boletus edulis	61.175548	23.895031	333036.472	6786305.877	1	12.6517	14.1408	13.6543	6.4143	20.1117	6.6735	4.4847	3.4054	10	2025	6	178	1	2
other_agaricoid	Kuehneromyces mutabilis	61.564769	23.895591	335128.832	6829625.603	1	10.7225	11.7765	14.8268	4.0853	18.7274	2.6869	2.869	2.2767	8	2025	8	240	0	2
other_agaricoid	Cortinarius bolaris	61.15826	23.89573	332982.624	6784379.94	10	9.6919	11.4969	13.7033	2.8561	19.7124	1.2875	3.3713	2.6766	10	2025	9	270	0	2
other_agaricoid	Russula aeruginea	62.71225	23.89848	341400.693	6957345.861	10	8.9082	9.5805	11.1866	-0.5552	18.6299	0.7862	1.3072	3.383	6	2021	9	253	0	2
other_agaricoid	Phyllotopsis nidulans	60.76146	23.90198	331228.969	6740201.045	10	-0.2032	-0.7141	-6.2429	-10.7729	7.587	0.4255	0.8392	0.6618	9	2021	3	65	0	2
other_agaricoid	Cortinarius venustus	62.038869	23.908856	338344.522	6882363.218	100	12.9857	12.3857	13.25	4.1	22.0	0.2275	1.157	2.1566	4	2013	9	253	0	2
other_agaricoid	Cortinarius bolaris	62.038869	23.908856	338344.522	6882363.218	100	12.9857	12.3857	13.25	4.1	22.0	0.2275	1.157	2.1566	4	2013	9	253	0	2
boletus_edulis	Boletus edulis	64.25	23.91406	350455.044	7128501.363	10	10.4119	10.3806	11.3324	2.9159	15.014	0.0516	5.0103	3.7745	5	2020	9	268	1	2
other_agaricoid	Hygrophoropsis aurantiaca	64.25028	23.91631	350565.526	7128527.248	12	17.1921	16.3069	16.1927	9.7414	24.0097	0.3463	2.6178	1.6562	7	2024	9	254	0	2
boletus_edulis	Boletus edulis	62.130095	23.924056	339621.177	6892479.979	1	14.343	14.6082	16.1962	4.4422	21.6147	0.6562	0.9767	0.7867	10	2018	9	245	1	2
boletus_edulis	Boletus edulis	59.9758	23.92492	328395.052	6652704.646	12	17.4355	16.6141	15.1748	14.0718	21.0353	2.3865	1.331	1.8529	6	2025	9	256	1	2
other_agaricoid	Clitocybula platyphylla	61.37286	23.92587	335728.209	6808188.877	100	16.8457	15.8927	17.7252	9.1559	24.8549	0.4355	5.1733	2.8355	10	2023	7	194	0	2
other_agaricoid	Cortinarius flabellus	60.701216	23.928228	332344.284	6733428.889	1	11.6961	11.5306	13.3406	1.5259	19.4106	0.6372	3.8201	2.0078	10	2018	9	267	0	2
other_agaricoid	Lactarius hysginus	61.946837	23.929614	338944.359	6872067.425	100	13.1286	12.3143	13.2133	4.5	22.1	0.6707	1.3868	2.0782	4	2013	9	255	0	2
other_agaricoid	Pyrrhulomyces astragalinus	61.946837	23.929614	338944.359	6872067.425	100	13.1286	12.3143	13.2133	4.5	22.1	0.6707	1.3868	2.0782	4	2013	9	255	0	2
other_agaricoid	Paralepista gilva	60.697466	23.931944	332527.492	6733002.047	1	11.8488	13.4168	14.1137	4.2397	19.4106	2.9327	3.5371	2.1172	9	2018	9	263	0	2
other_agaricoid	Calocybe gambosa	60.41433	23.93286	331107.081	6701488.196	189	12.8393	9.1281	7.7555	2.4065	23.2261	0.2498	1.3983	1.2698	9	2020	5	148	0	2
boletus_edulis	Boletus edulis	62.046904	23.936175	339814.724	6883189.804	1000	15.5606	15.3116	16.8286	5.9494	22.5874	3.1238	3.3475	2.1177	9	2021	8	223	1	2
other_agaricoid	Hypsizygus tessulatus	66.351103	23.937381	362956.171	7362402.032	1	0.6664	2.925	4.6469	-5.4689	7.3626	0.0237	1.6428	1.5024	9	2022	10	296	0	2
boletus_edulis	Boletus edulis	60.629968	23.93911	332568.268	6725471.519	1	13.6516	14.2845	15.9466	8.4219	20.0107	0.8741	1.6345	1.6541	6	2018	9	244	1	2
other_agaricoid	Parasola plicatilis	62.05454	23.93927	340016.601	6884032.145	100	15.4183	16.4766	16.1492	8.2869	22.1899	1.6046	0.9097	2.5687	6	2023	7	204	0	2
boletus_edulis	Boletus edulis	61.52842	23.93972	337281.062	6825468.794	70	16.6987	16.0054	16.6187	9.5846	25.475	3.102	6.1239	4.6203	9	2026	7	212	1	2
other_agaricoid	Pholiota scamba	61.944403	23.941297	339544.084	6871767.554	100	13.3143	12.5286	13.44	4.9	22.1	0.7021	1.388	2.0747	5	2013	9	255	0	2
boletus_edulis	Boletus edulis	62.05457	23.942841	340203.314	6884026.677	1	14.0963	15.303	16.0425	4.4374	21.3054	4.0568	2.6342	4.3871	7	2023	8	238	1	2
boletus_edulis	Boletus edulis	62.053846	23.943222	340219.416	6883945.148	100	15.9598	15.3334	16.7331	5.1747	23.6005	3.1462	2.5668	2.1189	9	2021	8	224	1	2
boletus_edulis	Boletus edulis	61.52152	23.94368	337455.465	6824690.893	43	15.4672	16.1477	16.5641	9.0455	22.4875	3.1965	5.991	4.5938	9	2026	7	210	1	2
boletus_edulis	Boletus edulis	60.60374	23.94511	332760.562	6722537.175	64	17.343	16.4799	16.2787	9.8068	27.1825	0.0606	1.6063	1.6009	6	2020	8	224	1	2
other_agaricoid	Lactarius lignyotus	62.053845	23.94524	340324.838	6883940.065	1000	10.1227	10.755	13.0566	3.1658	20.4442	1.2596	3.2882	4.269	8	2021	9	247	0	2
other_agaricoid	Amanita muscaria	60.60334	23.94544	332776.549	6722491.817	100	4.041	5.3239	7.6535	-1.6094	12.8806	2.5189	1.8999	2.8645	10	2019	10	279	0	2
boletus_edulis	Boletus edulis	61.526	23.94648	337627.682	6825182.566	115	16.6987	16.0054	16.6187	9.5846	25.475	3.102	6.1239	4.6203	9	2026	7	212	1	2
boletus_edulis	Boletus edulis	60.36729	23.94741	331665.162	6696215.728	100	13.0183	13.244	14.6747	8.2823	20.0664	6.5287	6.4349	4.9622	10	2021	8	242	1	2
other_agaricoid	Hygrophoropsis aurantiaca	63.41586	23.94765	347637.339	7035555.076	10	14.3114	14.92	14.9064	3.7857	24.1305	3.3264	2.4381	2.5711	8	2019	9	248	0	2
boletus_edulis	Boletus edulis	61.5265	23.95238	337943.861	6825223.53	10	15.3169	15.9976	16.4185	9.218	22.4327	3.2113	5.9023	4.5687	9	2026	7	210	1	2
boletus_edulis	Boletus edulis	61.51775	23.95332	337948.254	6824247.254	24	15.3834	16.0587	16.4803	8.5503	22.5052	3.2055	5.9054	4.5686	9	2026	7	210	1	2
other_agaricoid	Stropharia aeruginosa	61.259516	23.955532	336723.8	6795498.809	10	14.5163	13.6363	14.535	6.9725	22.0629	0.3352	1.8014	1.9954	7	2023	9	271	0	2
other_agaricoid	Lactarius lacunarum	62.178211	23.956106	341543.198	6897757.078	100	14.2429	15.825	15.1457	1.7883	24.0194	0.5027	0.4637	1.5661	3	2015	8	230	0	2
boletus_edulis	Boletus edulis	61.46334	23.95858	337945.124	6818177.958	100	11.551	13.0529	14.7752	7.6419	16.7404	5.4509	6.6735	4.7863	12	2021	8	239	1	2
boletus_edulis	Boletus edulis	61.999727	23.960812	340855.899	6877877.738	1000	10.7786	12.7452	16.0887	3.0163	20.6196	0.636	1.8177	2.1185	6	2025	8	235	1	2
other_agaricoid	Amanita muscaria	61.593345	23.961474	338774.47	6832641.339	1000	11.9162	13.6842	14.2248	5.6104	18.1713	6.055	3.1807	2.2727	8	2018	9	259	0	2
other_agaricoid	Tricholomopsis rutilans	60.88112	23.96432	335240.053	6753360.45	605	9.4935	11.2009	13.2601	0.4281	20.4545	0.6581	2.9751	4.7243	7	2021	9	249	0	2
boletus_edulis	Boletus edulis	60.572943	23.964978	333689.392	6719059.185	1000	11.3706	12.0323	13.3391	6.6986	16.9879	2.163	2.9175	2.6274	10	2020	9	260	1	2
other_agaricoid	Hygrocybe miniata	60.572943	23.964978	333689.392	6719059.185	1000	11.3706	12.0323	13.3391	6.6986	16.9879	2.163	2.9175	2.6274	10	2020	9	260	0	2
boletus_edulis	Boletus edulis	60.38581	23.96809	332899.916	6698224.242	10	15.3394	16.1067	16.8244	11.1324	23.9862	10.24	6.8766	4.6129	11	2021	8	231	1	2
other_agaricoid	Amanita fulva	61.57509	23.97076	339172.364	6830586.435	10	9.2594	11.003	13.0426	1.7726	19.4446	0.7866	2.8856	3.8244	6	2021	9	249	0	2
other_agaricoid	Cortinarius camphoratus	61.589634	23.973858	339412.028	6832197.668	100	8.2626	8.1989	7.7727	-0.4635	13.3672	3.8714	3.4417	1.9662	10	2022	10	289	0	2
other_agaricoid	Rhodocollybia butyracea	61.59793	23.97437	339482.117	6833119.828	10	9.185	9.3134	7.9678	3.4717	12.9629	0.685	1.054	0.7727	7	2021	10	286	0	2
boletus_edulis	Boletus edulis	62.03739	23.978273	341965.191	6882027.461	1000	13.7546	14.8807	15.7406	10.0703	19.495	6.3977	5.4119	3.9171	13	2021	8	233	1	2
boletus_edulis	Boletus edulis	61.03893	23.98198	337007.71	6770880.786	16	11.5417	13.3628	16.646	2.7738	20.4404	0.4558	2.3332	2.4958	8	2025	8	235	1	2
other_agaricoid	Cortinarius collinitus	60.577357	23.982506	334671.972	6719506.247	1000	11.391	12.052	13.3573	6.7036	17.0213	2.1619	2.9408	2.6435	10	2020	9	260	0	2
boletus_edulis	Boletus edulis	60.577754	23.982868	334693.824	6719549.522	1000	11.3889	12.0498	13.3556	6.6056	17.017	2.1599	2.9644	2.6599	10	2020	9	260	1	2
other_agaricoid	Hypholoma capnoides	60.155654	23.987323	332788.749	6672560.617	1	6.7563	6.4264	8.9207	0.7479	13.8518	5.1281	2.7231	3.6627	8	2019	10	277	0	2
boletus_edulis	Boletus edulis	62.036885	23.990209	342586.504	6881942.214	1000	15.295	15.5378	18.4831	4.9916	23.5245	2.0134	1.1316	1.1479	6	2018	8	235	1	2
other_agaricoid	Macrolepiota procera	60.18558	23.99918	333598.002	6675861.215	10	16.8943	16.8463	16.8915	10.1687	27.3657	0.2676	0.6039	1.0784	3	2020	8	227	0	2
other_agaricoid	Cortinarius quarciticus	63.112353	24.011349	349239.693	7001615.38	100	12.3143	12.8357	13.5033	2.9	18.8	2.8604	1.729	3.6687	10	2012	8	242	0	2
other_agaricoid	Russula nigricans	60.147859	24.015961	334338.277	6671620.898	1	6.8583	6.4995	8.9931	0.4982	14.0158	4.993	2.6497	3.6644	8	2019	10	277	0	2
other_agaricoid	Psathyrella candolleana	61.46882	24.02255	341379.8	6818630.593	65	8.3852	7.5885	8.6504	0.7647	16.1954	0.0	0.5557	1.0152	2	2021	10	276	0	2
boletus_edulis	Boletus edulis	61.514469	24.023301	341651.976	6823709.993	1	14.971	15.5169	17.7029	5.3278	25.4079	0.9154	1.4398	1.7537	7	2018	8	240	1	2
other_agaricoid	Lepiota magnispora	60.311885	24.035118	336222.04	6689828.43	1000	12.3844	11.843	12.1392	5.104	19.8199	0.0	1.6042	2.7734	3	2020	9	269	0	2
boletus_edulis	Boletus edulis	60.318988	24.03823	336429.4	6690611.247	1000	12.3844	11.843	12.1392	5.104	19.8199	0.0	1.6042	2.7734	3	2020	9	269	1	2
other_agaricoid	Tricholoma portentosum	60.31751	24.03927	336479.419	6690444.169	10	7.6931	7.4284	9.5605	1.1791	14.3882	6.6556	3.3785	3.047	7	2024	10	288	0	2
other_agaricoid	Infundibulicybe squamulosa	62.649556	24.043235	348478.688	6950018.448	1	13.3612	13.2356	13.9115	4.4843	20.5227	2.0452	1.4876	1.0761	5	2019	7	199	0	2
boletus_edulis	Boletus edulis	60.02314	24.04375	335258.995	6657670.948	10	13.1102	12.802	13.4716	5.3642	19.4065	0.0343	2.4774	3.518	5	2020	9	269	1	2
boletus_edulis	Boletus edulis	60.02872	24.0448	335345.253	6658289.353	10	13.2804	14.1172	15.384	7.9276	19.0504	5.9194	6.3909	4.6636	11	2021	8	241	1	2
other_agaricoid	Lycoperdon perlatum	61.45992	24.0463	342599.535	6817582.36	337	17.0125	16.0201	16.7433	10.1129	25.6221	2.7856	1.7834	4.1234	9	2026	8	213	0	2
other_agaricoid	Clitocybe nebularis	61.20857	24.04794	341420.941	6789600.57	30	8.8382	10.5523	11.705	3.0139	14.4793	2.7163	1.9856	1.178	10	2020	10	288	0	2
other_agaricoid	Kuehneromyces mutabilis	62.653954	24.05362	349032.986	6950483.702	1	13.5627	13.411	14.0744	4.6333	20.3959	2.0193	1.4998	1.0778	5	2019	7	199	0	2
boletus_edulis	Boletus edulis	61.20624	24.05439	341755.564	6789325.586	10	8.5621	10.3042	11.4323	2.7062	14.3944	2.6978	1.993	1.1928	10	2020	10	288	1	2
boletus_edulis	Boletus edulis	62.655824	24.060259	349382.479	6950676.357	1	13.5627	13.411	14.0744	4.6333	20.3959	2.0193	1.4998	1.0778	5	2019	7	199	1	2
other_agaricoid	Lactarius torminosus	62.655824	24.060259	349382.479	6950676.357	1	13.5627	13.411	14.0744	4.6333	20.3959	2.0193	1.4998	1.0778	5	2019	7	199	0	2
boletus_edulis	Boletus edulis	68.057221	24.06401	377603.311	7552153.557	1000	11.3025	12.0676	12.6931	2.3719	21.0202	0.6824	2.2995	3.2447	9	2022	8	215	1	2
other_agaricoid	Hygrophorus olivaceoalbus	60.765364	24.065911	340174.684	6740225.182	1	12.3219	13.2226	14.1363	4.0332	19.5416	3.1727	3.5954	2.1454	10	2018	9	264	0	2
other_agaricoid	Kuehneromyces mutabilis	60.266846	24.066007	337704.418	6684739.326	1	6.8742	7.5063	11.4091	-0.2414	13.7328	1.0347	1.4783	2.4741	5	2019	9	271	0	2
other_agaricoid	Tulostoma brumale	60.257	24.067	337710.571	6683641.043	1	9.0731	10.634	11.6077	3.6244	13.9792	2.3464	2.013	1.1017	9	2020	10	288	0	2
other_agaricoid	Galerina pseudocerina	63.166586	24.067388	352341.007	7007522.969	1	8.5571	10.1286	12.0433	-1.9	14.9	7.2785	6.7857	3.7854	13	2011	9	267	0	2
boletus_edulis	Boletus edulis	60.73465	24.07361	340441.397	6736787.854	10	17.2851	17.5895	16.5866	9.3243	24.9254	0.3817	1.1842	2.0824	7	2023	8	229	1	2
other_agaricoid	Lactarius rufus	61.03991	24.08633	342645.504	6770734.521	10	6.6262	6.6811	5.9351	0.9306	12.402	1.4709	1.5068	2.681	6	2020	11	311	0	2
other_agaricoid	Russula vinosa	61.03072	24.08695	342633.43	6769710.104	10	16.0752	15.9861	17.0351	6.7541	24.0601	0.1918	2.6669	2.518	7	2024	8	234	0	2
other_agaricoid	Lentinellus vulpinus	68.093142	24.088682	378819.972	7556106.043	10	11.3143	11.4286	13.9267	0.2	18.9	2.5071	1.7655	1.3338	10	2013	8	235	0	2
other_agaricoid	Apioperdon pyriforme	60.961231	24.09742	342855.785	6761950.248	1	0.5012	3.1995	6.7293	-4.1911	6.5525	0.2112	1.9043	2.5905	10	2023	10	296	0	2
other_agaricoid	Hypholoma capnoides	67.760786	24.101977	377636.289	7519059.624	1	7.8831	8.999	11.078	-2.0984	17.5499	0.0334	2.968	2.5406	6	2021	8	240	0	2
other_agaricoid	Cortinarius violaceus	61.06688	24.10927	344016.483	6773681.624	10	13.2971	12.6841	14.3808	6.1894	20.906	0.2412	3.5819	4.5381	9	2021	9	244	0	2
other_agaricoid	Lactarius turpis	61.06634	24.10986	344045.649	6773620.111	10	8.6324	10.046	11.0358	4.2806	14.9759	1.4835	1.3124	2.0953	7	2021	9	261	0	2
boletus_edulis	Boletus edulis	62.04087	24.11153	348948.343	6882097.251	20	11.8013	13.0171	14.5685	6.8451	19.4801	5.2326	5.5475	4.1184	12	2021	8	240	1	2
boletus_edulis	Boletus edulis	61.0692	24.11168	344157.871	6773934.122	10	14.7809	16.8144	15.2984	8.1242	23.448	2.7139	1.9769	4.2039	6	2020	7	210	1	2
boletus_edulis	Boletus edulis	61.06781	24.11366	344257.828	6773774.687	27	15.5247	17.3149	18.6394	6.3526	23.1668	2.5665	2.8167	1.4828	8	2021	8	220	1	2
other_agaricoid	Chondrostereum purpureum	61.45029	24.12188	346577.928	6816330.252	100	0.9742	-1.3974	-3.0282	-0.7895	2.9561	1.3801	0.8355	0.52	8	2025	3	61	0	2
boletus_edulis	Boletus edulis	61.45862	24.13234	347176.061	6817232.948	100	17.8076	17.5783	17.0464	9.7257	30.3101	0.0859	1.6599	2.3996	7	2023	8	225	1	2
boletus_edulis	Boletus edulis	61.009253	24.133501	345042.383	6767209.584	100	15.1392	15.1183	16.2206	10.292	20.7423	4.2614	7.0493	3.589	11	2023	9	247	1	2
boletus_edulis	Boletus edulis	62.51766	24.13741	352650.605	6935116.657	10	15.2899	15.1419	15.9172	9.3622	23.9238	2.8347	2.0633	1.7671	10	2021	8	228	1	2
boletus_edulis	Boletus edulis	60.93521	24.13922	344991.286	6758954.292	88	14.6851	13.0692	13.6713	8.6601	22.1968	0.4715	1.8446	1.9733	7	2025	9	248	1	2
boletus_edulis	Boletus edulis	60.93317	24.14428	345255.437	6758715.259	43	12.5878	11.9348	14.2485	5.4079	18.9234	2.9961	1.9283	2.1532	8	2025	8	243	1	2
boletus_edulis	Boletus edulis	65.829586	24.154412	370022.821	7303860.926	1000	16.3321	16.3898	15.8485	5.584	25.5393	2.5984	1.405	1.7199	5	2022	8	238	1	2
other_agaricoid	Protostropharia semiglobata	65.829095	24.15479	370037.598	7303805.461	1	10.5854	9.6358	10.8782	6.8261	14.9514	4.2047	2.1511	1.6632	9	2022	9	262	0	2
boletus_edulis	Boletus edulis	63.25136	24.15718	357278.247	7016758.216	10	6.6316	9.0003	12.0182	-1.5889	15.6383	1.5931	2.9186	1.7924	9	2025	9	271	1	2
boletus_edulis	Boletus edulis	61.75989	24.15902	350061.378	6850707.948	100	11.9286	12.45	15.72	5.0	18.0	7.0337	6.0715	3.8179	13	2014	8	242	1	2
boletus_edulis	Boletus edulis	60.53388	24.15951	344156.658	6714234.967	39	12.5303	13.2481	14.6824	8.0424	19.7048	6.2091	6.129	4.9354	11	2021	8	241	1	2
other_agaricoid	Russula medullata	61.408536	24.160642	348440.811	6811591.71	100	16.1584	17.3643	16.1839	9.4787	23.0526	0.0981	0.2733	1.4975	3	2015	8	230	0	2
other_agaricoid	Phlegmacium triumphans	60.757074	24.164887	345523.874	6739065.47	1000	15.319	15.2684	15.8133	6.0666	21.9419	0.255	2.5152	3.5529	6	2023	9	255	0	2
boletus_edulis	Boletus edulis	60.53246	24.16747	344586.39	6714058.081	59	12.5303	13.2481	14.6824	8.0424	19.7048	6.2091	6.129	4.9354	11	2021	8	241	1	2
other_agaricoid	Gymnopilus penetrans	61.82961	24.169149	350933.931	6858446.027	10	9.8714	11.9857	15.5267	5.0	17.8	1.7238	1.6851	3.2663	7	2010	8	242	0	2
boletus_edulis	Boletus edulis	67.61983	24.17239	379890.157	7503220.974	100	11.797	10.2057	11.0851	-1.8514	19.8947	0.7133	0.9488	1.3838	8	2025	9	248	1	2
boletus_edulis	Boletus edulis	66.791917	24.173803	375753.27	7411001.008	1000	15.6674	15.3673	15.3361	4.9001	25.3554	0.5029	0.3062	2.6181	2	2020	8	223	1	2
other_agaricoid	Inocybe curvipes	61.070508	24.180878	347896.168	6773916.903	1	15.1949	14.7536	16.522	9.4983	23.0198	3.6816	3.0952	2.4997	12	2016	8	234	0	2
boletus_edulis	Boletus edulis	60.53291	24.18096	345328.39	6714076.375	19	13.5091	14.0939	14.394	2.7783	21.1938	1.8948	1.3684	3.8414	6	2023	9	265	1	2
other_agaricoid	Amanita muscaria	60.53283	24.18258	345416.855	6714063.662	10	13.5091	14.0939	14.394	2.7783	21.1938	1.8948	1.3684	3.8414	6	2023	9	265	0	2
other_agaricoid	Russula claroflava	62.53916	24.18554	355231.307	6937401.377	10	17.9147	17.473	17.1354	14.2015	23.4647	2.7227	2.6579	2.6273	9	2024	7	202	0	2
boletus_edulis	Boletus edulis	60.782474	24.196042	347341.538	6741819.849	100	13.4	10.7071	12.2667	6.2	21.8	2.9626	4.1358	2.5042	9	2009	6	167	1	2
other_agaricoid	Armillaria borealis	60.14151	24.2026	344665.475	6670460.639	10	13.9512	12.4641	14.5108	5.306	19.9019	2.3633	1.8662	2.3987	6	2025	9	245	0	2
other_agaricoid	Lycoperdon excipuliforme	60.53019	24.20392	346574.739	6713719.852	400	14.5183	14.4092	14.8057	4.4224	21.8958	0.8544	0.4272	3.8629	3	2023	9	259	0	2
other_agaricoid	Pholiota squarrosa	61.302165	24.204697	350283.965	6799649.053	10	15.2429	15.4429	15.1433	10.3	22.7	2.1694	1.3607	2.1546	9	2009	9	252	0	2
other_agaricoid	Bovista plumbea	60.16487	24.20872	345115.124	6673046.312	10	17.4492	17.0747	17.7932	9.8549	25.7746	1.4089	1.19	1.5389	5	2023	7	201	0	2
boletus_edulis	Boletus edulis	60.93639	24.21327	349007.512	6758912.734	10	18.1373	17.0959	16.781	10.516	30.4487	3.5213	4.0319	2.2153	10	2023	8	219	1	2
boletus_edulis	Boletus edulis	60.06594	24.21569	345037.417	6662018.73	74	17.4895	16.7562	16.7339	13.4028	22.8471	4.3893	2.7006	2.0746	8	2023	8	217	1	2
other_agaricoid	Lactarius mammosus	60.88292	24.22101	349174.245	6752942.967	100	16.7419	16.4046	16.4925	9.5513	24.5532	1.7229	2.1283	1.1816	8	2024	9	256	0	2
boletus_edulis	Boletus edulis	60.31051	24.22761	346844.345	6689212.699	10	12.2201	14.4092	15.5947	6.5174	20.5463	0.0381	3.5302	2.8179	7	2024	9	265	1	2
boletus_edulis	Boletus edulis	60.31042	24.2278	346854.415	6689202.24	10	12.2201	14.4092	15.5947	6.5174	20.5463	0.0381	3.5302	2.8179	7	2024	9	265	1	2
boletus_edulis	Boletus edulis	60.31038	24.22792	346860.855	6689197.509	10	12.2201	14.4092	15.5947	6.5174	20.5463	0.0381	3.5302	2.8179	7	2024	9	265	1	2
boletus_edulis	Boletus edulis	60.31047	24.22796	346863.485	6689207.433	10	12.2201	14.4092	15.5947	6.5174	20.5463	0.0381	3.5302	2.8179	7	2024	9	265	1	2
boletus_edulis	Boletus edulis	60.6399	24.23319	348694.269	6725863.807	10	12.2765	13.227	14.7991	7.832	19.0608	5.894	6.497	5.1519	12	2021	8	240	1	2
boletus_edulis	Boletus edulis	60.05973	24.23931	346322.607	6661272.386	74	17.8163	18.2624	18.7887	11.1762	24.6751	1.2143	2.7369	1.9864	6	2024	8	230	1	2
other_agaricoid	Panellus mitis	61.861128	24.239675	354795.21	6861795.028	1	7.6203	6.9405	7.7931	-1.6475	12.6123	3.3408	2.1306	1.7245	7	2022	10	282	0	2
other_agaricoid	Lentinellus castoreus	60.204572	24.241462	347115.965	6677389.008	1	12.4143	11.7929	13.6533	6.0	18.6	0.5597	0.9307	2.3542	10	2009	9	267	0	2
boletus_edulis	Boletus edulis	60.5396	24.25786	349577.011	6714642.702	10	13.4341	13.7532	16.8971	6.7029	22.3824	4.5266	5.4095	4.2201	11	2020	7	197	1	2
other_agaricoid	Cortinarius obtusus	60.173152	24.260791	348041.622	6673847.138	100	6.7429	7.5857	9.96	0.1	13.5	0.0	0.0	2.5004	0	2010	10	280	0	2
other_agaricoid	Tapinella atrotomentosa	62.01153	24.26095	356620.774	6878491.755	100	14.9195	16.0808	16.5053	6.4391	19.7411	3.4036	5.5319	4.4489	8	2026	7	209	0	2
other_agaricoid	Cortinarius traganus	61.62714	24.28288	355978.075	6835649.854	100	12.0638	10.6131	11.9071	5.6935	18.4851	3.0074	1.9831	3.632	9	2021	9	256	0	2
other_agaricoid	Ampulloclitocybe clavipes	60.059154	24.283054	348754.114	6661107.369	1000	12.986	13.604	15.3132	8.567	18.3104	10.0354	6.9948	4.851	11	2020	9	256	0	2
other_agaricoid	Mycena galericulata	61.62544	24.28614	356142.908	6835453.391	198	12.0638	10.6131	11.9071	5.6935	18.4851	3.0074	1.9831	3.632	9	2021	9	256	0	2
boletus_edulis	Boletus edulis	60.06488	24.28711	349005.987	6661735.433	10	17.9414	17.8937	18.7521	11.4267	24.9022	2.4836	3.3079	2.2992	9	2024	8	227	1	2
boletus_edulis	Boletus edulis	61.83086	24.28742	357164.984	6858319.503	10	15.2947	15.0742	15.9392	9.6842	23.7942	4.7081	3.6906	3.2905	9	2021	8	228	1	2
boletus_edulis	Boletus edulis	60.05798	24.29085	349182.578	6660958.882	100	16.8754	17.2156	17.5659	11.206	24.7712	1.1905	1.823	1.6296	4	2024	9	250	1	2
boletus_edulis	Boletus edulis	60.08054	24.2953	349533.02	6663459.813	10	17.133	17.2159	17.4046	10.895	25.2848	1.1812	1.9183	1.6778	4	2024	9	251	1	2
other_agaricoid	Amanita rubescens	60.744556	24.298949	352768.221	6737363.976	1000	14.446	12.9195	14.0143	6.3617	21.6049	0.7249	1.5472	1.91	6	2023	9	270	0	2
other_agaricoid	Lactarius pyrogalus	61.170191	24.311485	355396.441	6784717.187	1	18.0213	16.8077	15.4019	13.099	23.2007	0.9419	0.8394	1.7346	6	2025	9	255	0	2
boletus_edulis	Boletus edulis	60.4369	24.31486	352236.033	6703081.865	1000	14.0764	13.9835	14.4994	3.2168	21.3896	2.6279	1.9335	4.3657	7	2023	9	267	1	2
other_agaricoid	Lactarius fennoscandicus	66.800218	24.315589	382023.156	7411650.089	100	10.8143	12.65	16.27	1.1	17.1	5.9211	4.9541	4.669	9	2014	8	234	0	2
other_agaricoid	Russula foetens	60.34174	24.31802	351978.475	6692482.341	106	15.5287	16.0815	16.7534	11.0627	21.051	12.0826	6.9364	4.6801	12	2023	8	241	0	2
other_agaricoid	Amanita muscaria	61.99483	24.32176	359725.847	6876499.566	100	14.6646	16.2716	16.5849	5.2337	20.0053	3.1292	5.259	4.3404	7	2026	7	208	0	2
boletus_edulis	Boletus edulis	61.99539	24.32424	359858.258	6876556.552	100	18.0211	16.4851	16.5083	6.9111	26.6776	1.164	3.9513	2.4234	10	2026	7	195	1	2
boletus_edulis	Boletus edulis	61.99632	24.32527	359916.453	6876657.868	100	14.8465	15.0785	18.3567	7.507	24.918	2.5487	1.5884	1.644	5	2025	8	231	1	2
other_agaricoid	Hygrocybe chlorophana	61.176543	24.328072	356317.147	6785387.735	1000	17.8295	16.5897	15.1376	12.6687	23.3486	0.8842	0.8399	1.7139	5	2025	9	255	0	2
boletus_edulis	Boletus edulis	60.13413	24.3407	352297.977	6669322.363	10	16.4365	16.7586	16.9709	10.4288	26.072	1.5074	2.133	1.7735	4	2024	9	250	1	2
other_agaricoid	Mycena rosella	61.500796	24.342949	358586.789	6821452.749	1000	4.2112	4.2081	4.8672	-1.7849	11.7082	4.6328	3.2005	2.1875	10	2019	10	294	0	2
boletus_edulis	Boletus edulis	61.713261	24.353747	360122.986	6845082.986	1	9.8888	9.6191	10.5583	2.2623	18.1112	0.3192	1.1561	2.5827	9	2017	9	269	1	2
boletus_edulis	Boletus edulis	61.692985	24.354955	360094.991	6842823.046	1	9.8914	9.5986	10.5383	2.5679	18.0256	0.3031	1.1644	2.5686	9	2017	9	269	1	2
