sample_group	scientific_name	latitude_wgs84	longitude_wgs84	etrs_tm35fin_easting_m	etrs_tm35fin_northing_m	coordinate_accuracy_m	temp_mean_7d	temp_mean_14d	temp_mean_30d	temp_min_7d	temp_max_7d	rain_mean_7d	rain_mean_14d	rain_mean_30d	rainy_days_14d	event_year	event_month	day_of_year	Has Boletus edulis	longitude_partition
boletus_edulis	Boletus edulis	60.16084	24.65433	369817.922	6671635.798	65	12.9857	13.7608	15.0428	8.1523	19.8794	7.2534	8.5327	5.9574	10	2021	8	241	1	3
other_agaricoid	Hygrophoropsis aurantiaca	60.1848	24.65635	370024.702	6674299.131	100	17.1336	16.8529	17.0357	10.3056	24.922	2.3369	1.7854	2.4662	9	2023	8	233	0	3
boletus_edulis	Boletus edulis	60.32823	24.657203	370639.192	6690264.768	1000	16.8387	16.9312	18.3267	10.3207	24.8739	4.9315	3.6785	2.4552	11	2024	8	225	1	3
boletus_edulis	Boletus edulis	60.31381	24.659	370681.37	6688655.926	13	14.4516	14.7753	15.0297	6.7169	19.8248	1.763	1.1805	2.1243	6	2026	9	248	1	3
boletus_edulis	Boletus edulis	60.182486	24.661817	370318.683	6674030.777	1000	7.457	7.2495	11.005	-1.2695	14.3895	1.3138	0.9465	2.8413	8	2019	9	272	1	3
other_agaricoid	Lycoperdon excipuliforme	60.17065	24.66184	370273.283	6672713.102	100	15.1311	14.8525	15.5808	5.0614	21.8087	2.3428	1.9603	4.673	3	2023	9	258	0	3
boletus_edulis	Boletus edulis	60.17983	24.66233	370336.655	6673734.093	100	11.4551	13.1945	15.0715	3.8117	19.8046	6.3975	4.4096	4.2669	12	2019	9	260	1	3
boletus_edulis	Boletus edulis	64.99217	24.66346	389803.952	7209618.594	10	9.7751	10.4511	12.8967	4.7233	16.7738	2.7428	1.6777	1.1802	7	2024	9	274	1	3
boletus_edulis	Boletus edulis	63.52748	24.66355	383812.667	7046482.698	10	14.4551	14.9311	14.8624	5.9342	23.3921	3.3749	2.3069	2.22	9	2019	9	248	1	3
other_agaricoid	Lactarius mammosus	60.33327	24.666972	371198.311	6690806.723	1	5.2486	7.8626	7.9514	-0.9619	9.9235	1.8325	2.599	2.102	10	2021	10	291	0	3
boletus_edulis	Boletus edulis	60.317366	24.667769	371179.647	6689034.634	1000	17.8307	16.6945	16.1877	11.3587	25.2011	0.4406	2.8378	2.5487	6	2019	9	244	1	3
boletus_edulis	Boletus edulis	60.32868	24.670195	371358.132	6690289.442	1000	10.83	11.9974	13.2013	0.9616	22.1091	0.0222	0.167	5.1442	5	2021	9	252	1	3
boletus_edulis	Boletus edulis	61.32245	24.67029	375293.518	6800928.957	100	12.8095	14.7217	16.3461	8.1265	17.8666	4.5033	4.6318	3.7849	12	2021	8	236	1	3
boletus_edulis	Boletus edulis	60.102784	24.670313	370476.702	6665141.395	1000	11.9238	13.9933	16.6093	7.4365	17.3249	1.1218	0.9041	2.2843	8	2025	8	238	1	3
other_agaricoid	Collybia cirrhata	65.01383	24.67071	390234.702	7212018.657	10	14.8007	15.3782	13.4714	7.6758	23.4123	3.3984	5.5322	2.9218	8	2025	9	259	0	3
boletus_edulis	Boletus edulis	60.20994	24.67154	370965.631	6677068.021	100	15.5354	15.8067	16.7837	8.1667	21.2761	5.4719	8.4182	4.8021	13	2023	9	247	1	3
other_agaricoid	Inocybe mixtilis	60.232619	24.673624	371170.11	6679588.688	1	16.6043	16.2157	14.4566	11.483	23.163	4.2811	2.3207	1.7851	8	2025	9	257	0	3
other_agaricoid	Lycoperdon echinatum	60.13306	24.67434	370819.213	6668503.939	10	15.8104	14.7615	14.7069	10.504	20.3667	0.3024	1.1696	1.3595	6	2025	9	250	0	3
boletus_edulis	Boletus edulis	60.291991	24.67468	371461.622	6686196.249	1	16.7249	16.5891	16.5185	8.6288	25.2907	2.2116	2.4446	3.1272	9	2017	8	230	1	3
boletus_edulis	Boletus edulis	60.329126	24.675022	371626.335	6690329.684	1000	15.2286	15.6357	17.2767	7.7	23.6	0.0571	2.3063	3.0519	6	2013	8	239	1	3
other_agaricoid	Russula emetica	60.13522	24.67779	371019.25	6668737.657	11	15.8104	14.7615	14.7069	10.504	20.3667	0.3024	1.1696	1.3595	6	2025	9	250	0	3
other_agaricoid	Cortinarius caperatus	60.51672	24.67835	372546.418	6711207.673	263	11.102	12.1873	13.9674	5.8216	16.1996	5.4457	5.0641	4.063	9	2020	9	257	0	3
other_agaricoid	Lactarius camphoratus	60.1824	24.678389	371237.214	6673988.766	100	16.1358	15.3442	15.7676	8.7342	21.9954	1.9629	3.2568	1.9646	7	2026	9	245	0	3
other_agaricoid	Amanita muscaria	60.214606	24.678421	371365.12	6677574.031	100	14.1227	13.6753	15.8594	6.0105	19.3254	4.4378	3.6614	3.1818	11	2020	9	251	0	3
other_agaricoid	Russula atrorubens	60.212015	24.679925	371438.289	6677282.658	1	14.648	15.2545	16.427	7.67	21.6716	4.8176	2.7681	2.0922	10	2026	8	236	0	3
other_agaricoid	Clitocybula platyphylla	60.27387	24.68	371684.636	6684168.552	10	17.0051	16.57	17.8371	11.1002	25.6934	4.9436	3.9596	3.0625	10	2021	8	227	0	3
boletus_edulis	Boletus edulis	60.210959	24.6801	371443.85	6677164.757	1	15.6471	17.2749	17.5449	8.754	21.2868	1.9676	1.3972	2.5663	7	2026	7	208	1	3
other_agaricoid	Amanita muscaria	60.32477	24.68016	371892.881	6689834.751	1000	16.543	16.9057	16.9156	9.35	27.8615	1.42	1.3134	1.7818	5	2020	8	228	0	3
other_agaricoid	Agaricus sylvicola	60.210761	24.68036	371457.479	6677142.209	1	17.3729	17.1615	17.4066	10.2097	26.6851	2.6692	1.9234	2.4808	5	2024	8	244	0	3
boletus_edulis	Boletus edulis	60.213593	24.682613	371593.367	6677453.096	1000	17.1163	16.9715	16.4044	9.7143	23.4157	2.805	2.2223	3.2927	8	2020	8	214	1	3
boletus_edulis	Boletus edulis	60.213593	24.682613	371593.367	6677453.096	1000	13.5973	15.1562	16.532	8.0172	19.3885	8.4657	7.3041	5.4218	11	2021	8	236	1	3
boletus_edulis	Boletus edulis	60.213593	24.682613	371593.367	6677453.096	1000	17.5333	16.8911	16.9066	12.4555	24.2474	5.2369	3.5506	2.3287	9	2023	8	217	1	3
boletus_edulis	Boletus edulis	60.213593	24.682613	371593.367	6677453.096	1000	17.7429	17.6507	17.3014	12.1573	25.3882	2.1231	1.756	2.512	7	2023	8	232	1	3
boletus_edulis	Boletus edulis	60.213593	24.682613	371593.367	6677453.096	1000	16.2391	16.991	17.2764	9.6105	21.4163	4.355	3.2391	3.3141	11	2023	8	239	1	3
other_agaricoid	Lactarius aurantiacus	60.213593	24.682613	371593.367	6677453.096	1000	11.1503	10.0498	9.7757	7.7954	14.1648	1.2674	0.6831	1.8618	7	2021	10	281	0	3
boletus_edulis	Boletus edulis	60.212966	24.682636	371592.189	6677383.25	1000	8.7815	7.3906	10.334	1.3019	14.7599	2.7513	1.8379	2.9411	10	2019	10	275	1	3
other_agaricoid	Russula cyanoxantha	60.212966	24.682636	371592.189	6677383.25	1000	12.5312	13.9883	14.7772	3.1386	20.635	1.6867	5.2434	3.0085	11	2025	9	267	0	3
boletus_edulis	Boletus edulis	60.60132	24.68296	373131.305	6720617.28	232	12.5474	13.529	15.0617	8.2289	19.9537	7.1974	7.4397	5.9488	12	2021	8	240	1	3
boletus_edulis	Boletus edulis	60.187636	24.683469	371539.346	6674561.766	1	15.4627	15.4658	16.5661	10.0802	20.9597	0.2452	2.1119	1.7911	5	2018	9	247	1	3
other_agaricoid	Hygrocybe miniata	60.19167	24.68588	371688.755	6675006.162	100	2.7223	4.7855	8.9211	-2.0209	9.8234	0.2099	3.8167	4.5929	9	2023	10	294	0	3
other_agaricoid	Russula foetens	60.212538	24.686845	371823.68	6677327.422	1	13.8823	15.2303	16.1241	6.8009	21.299	1.2805	1.7827	3.2772	9	2017	8	237	0	3
other_agaricoid	Amanita virosa	60.213157	24.686905	371829.42	6677396.215	1000	12.5924	14.7113	16.0955	6.9075	18.9694	2.7468	4.15	2.1601	10	2020	9	246	0	3
other_agaricoid	Lepiota setulosa	60.318892	24.686909	372242.509	6689167.276	1	9.7317	10.5001	13.5813	-0.8893	17.9478	9.0682	4.5412	3.7409	6	2024	10	275	0	3
boletus_edulis	Boletus edulis	60.13111	24.68833	371588.487	6668259.579	100	7.1695	10.0633	12.9764	1.9742	13.597	0.281	3.7299	3.3637	7	2024	10	279	1	3
other_agaricoid	Cortinarius caperatus	60.53902	24.68908	373222.53	6713669.595	10	9.76	11.4148	13.473	1.1045	20.1624	0.7565	4.3145	5.4492	7	2021	9	249	0	3
boletus_edulis	Boletus edulis	60.21232	24.69134	372071.839	6677294.432	17	12.48	12.5749	14.9268	5.4619	18.1165	2.6519	1.3259	2.5232	3	2025	8	242	1	3
other_agaricoid	Amanita rubescens	60.4079	24.69145	372840.461	6699067.54	22	15.9241	17.6769	16.896	7.8927	24.2847	0.7038	0.6824	2.4673	9	2022	8	215	0	3
boletus_edulis	Boletus edulis	60.2136	24.69164	372093.444	6677436.347	108	12.48	12.5749	14.9268	5.4619	18.1165	2.6519	1.3259	2.5232	3	2025	8	242	1	3
boletus_edulis	Boletus edulis	60.21224	24.69178	372095.902	6677284.673	71	12.48	12.5749	14.9268	5.4619	18.1165	2.6519	1.3259	2.5232	3	2025	8	242	1	3
other_agaricoid	Amanita muscaria	60.13417	24.69306	371863.064	6668591.046	100	12.7131	14.2235	15.8703	2.9358	20.6307	0.0	2.9545	2.4836	4	2024	9	268	0	3
boletus_edulis	Boletus edulis	60.32692	24.69322	372622.264	6690048.798	12	18.0871	16.5715	16.968	10.9068	26.6575	0.6529	2.6035	4.5985	8	2020	7	205	1	3
other_agaricoid	Armillaria borealis	60.319388	24.693384	372601.972	6689209.965	1	10.0668	11.0499	11.5192	4.1698	16.9059	0.4142	2.4922	2.2896	10	2017	9	267	0	3
other_agaricoid	Mycena stipata	60.505549	24.693867	373354.434	6709934.053	1000	7.3711	7.8042	8.7077	2.8315	13.5459	1.0034	0.5056	1.023	4	2022	10	276	0	3
other_agaricoid	Infundibulicybe catinus	60.330339	24.694273	372693.71	6690427.392	1	17.1215	16.5045	16.6117	12.1736	24.2469	5.445	3.9515	2.4549	10	2023	8	217	0	3
boletus_edulis	Boletus edulis	60.994869	24.694489	375302.223	6764410.446	1	16.3933	16.214	16.4224	9.5369	24.6464	3.7282	2.229	2.0045	9	2023	7	212	1	3
boletus_edulis	Boletus edulis	60.4991	24.694557	373367.158	6709214.759	1000	9.5487	11.4349	13.7565	1.5363	20.8882	3.4466	4.884	3.0992	9	2025	9	270	1	3
other_agaricoid	Hypholoma marginatum	60.339678	24.694991	372769.706	6691465.693	1000	9.8943	11.1324	11.7941	4.0897	14.5806	2.6665	2.0939	1.1123	11	2020	10	287	0	3
boletus_edulis	Boletus edulis	60.506187	24.695073	373423.133	6710002.761	1000	12.1579	12.4299	14.3293	6.6328	17.6019	7.2376	5.37	3.6992	9	2020	9	254	1	3
other_agaricoid	Cortinarius lepidopus	60.331903	24.697006	372850.65	6690596.234	1	16.813	16.8478	17.2431	7.7618	26.6118	1.3545	0.8243	2.1157	5	2024	8	238	0	3
other_agaricoid	Lactarius turpis	60.430616	24.697123	373241.299	6701585.545	1000	8.8	8.0643	9.17	4.6	12.9	2.0981	1.2865	1.7105	7	2014	10	286	0	3
other_agaricoid	Lactarius rufus	60.506918	24.697889	373580.581	6710078.73	1000	8.9692	7.97	9.0956	3.7374	13.4658	0.1443	1.1241	0.9678	5	2021	10	277	0	3
other_agaricoid	Lepiota audreae	60.322738	24.698709	372909.021	6689572.634	100	11.7743	14.1042	15.6151	4.4782	18.9888	0.9702	0.8198	2.9534	8	2017	8	239	0	3
boletus_edulis	Boletus edulis	60.21472	24.69891	372500.514	6677546.965	10	12.48	12.5749	14.9268	5.4619	18.1165	2.6519	1.3259	2.5232	3	2025	8	242	1	3
boletus_edulis	Boletus edulis	60.17914	24.69915	372375.709	6673585.535	100	15.9512	17.0068	17.2424	10.1773	21.1173	1.2819	1.6748	2.5116	10	2023	8	237	1	3
other_agaricoid	Marasmiellus ramealis	60.230179	24.701183	372686.387	6679263.566	1000	16.7067	16.0595	16.6452	11.7481	23.4187	4.5966	3.5827	3.8814	11	2016	7	198	0	3
boletus_edulis	Boletus edulis	60.21516	24.70215	372681.694	6677589.694	258	18.8969	17.6871	17.8005	12.3412	27.5465	0.8464	2.0848	2.4605	7	2026	7	200	1	3
boletus_edulis	Boletus edulis	65.903	24.70244	395344.415	7311014.045	100	16.5654	14.8355	15.2516	5.0516	23.8414	1.4931	2.8085	2.9902	7	2020	7	202	1	3
boletus_edulis	Boletus edulis	60.187431	24.703209	372632.913	6674500.697	1000	17.6206	16.7978	16.3868	10.9806	24.167	0.5665	3.982	2.752	4	2019	9	244	1	3
other_agaricoid	Inocybe geophylla	60.1425	24.7046	372536.106	6669496.052	732	7.1328	8.993	12.2226	-0.6539	13.8223	3.1515	2.0415	2.6418	8	2018	10	277	0	3
other_agaricoid	Russula intermedia	60.233416	24.707664	373057.744	6679611.444	100	12.1714	11.7929	15.0333	6.4	19.7	0.078	1.4431	1.7993	8	2010	9	252	0	3
other_agaricoid	Inocybe geophylla	66.12869	24.70847	396538.228	7336146.63	1	7.1999	8.107	9.9489	-4.1389	17.7173	0.5788	0.3976	2.5871	5	2021	9	253	0	3
other_agaricoid	Clitopilus prunulus	60.11043	24.70899	372655.963	6665917.395	100	19.6795	19.2333	18.1433	15.481	25.1122	1.141	1.5152	1.6511	11	2024	7	207	0	3
other_agaricoid	Phloeomana alba	60.236255	24.710828	373243.876	6679921.417	100	5.0578	6.6585	6.1116	-0.8671	11.2905	0.3652	1.1021	2.0397	8	2020	11	315	0	3
boletus_edulis	Boletus edulis	60.231126	24.712998	373344.206	6679346.256	1	13.4286	13.8286	17.4333	8.6	19.1	5.1691	8.3857	4.8004	12	2014	8	242	1	3
other_agaricoid	Russula paludosa	60.2333	24.71415	373416.374	6679586.07	23	15.4933	15.736	16.6503	8.2252	20.5979	5.574	8.1303	4.7136	12	2023	9	248	0	3
other_agaricoid	Cortinarius trivialis	60.256684	24.714255	373512.396	6682189.137	1	16.3877	16.0172	16.1025	10.0031	24.4415	4.5633	2.3916	2.6242	6	2018	9	255	0	3
boletus_edulis	Boletus edulis	60.10938	24.7159	373035.906	6665787.205	13	15.8149	15.6892	16.1759	8.2442	20.8224	2.5962	1.2981	4.531	2	2023	9	259	1	3
boletus_edulis	Boletus edulis	60.19888	24.71646	373411.644	6675749.78	91	12.842	14.3406	15.6304	8.0172	18.8448	8.8286	10.1778	6.6448	11	2021	8	238	1	3
boletus_edulis	Boletus edulis	66.129186	24.716545	396904.696	7336188.574	1	7.3231	8.2276	10.0705	-4.0906	17.8448	0.5816	0.3977	2.582	5	2021	9	253	1	3
boletus_edulis	Boletus edulis	60.18239	24.72322	373722.955	6673901.061	10	14.1549	14.8125	15.1193	6.8196	20.4761	1.1166	1.2646	2.0075	6	2026	9	249	1	3
other_agaricoid	Lactarius turpis	60.581145	24.724144	375307.937	6718292.388	1	14.3795	14.7826	15.4458	7.6937	22.4226	3.1342	3.1469	1.9698	8	2026	8	240	0	3
other_agaricoid	Russula azurea	60.58295	24.724567	375338.062	6718492.541	1000	7.8317	10.7774	13.3914	0.1838	16.7604	0.4873	4.2505	2.789	8	2025	9	271	0	3
other_agaricoid	Henningsomyces candidus	66.060505	24.725168	397016.003	7328522.989	1	7.329	8.1987	10.0214	-3.6269	17.8028	0.5538	0.3825	2.5866	5	2021	9	253	0	3
boletus_edulis	Boletus edulis	66.0594	24.72544	397023.844	7328399.439	1	7.329	8.1987	10.0214	-3.6269	17.8028	0.5538	0.3825	2.5866	5	2021	9	253	1	3
other_agaricoid	Crucibulum laeve	60.168944	24.726734	373866.249	6672397.45	1	2.3754	1.2326	2.0272	-6.1494	6.4704	0.8313	0.9835	3.0428	7	2020	1	5	0	3
other_agaricoid	Clitocybe odora	66.0592	24.72685	397086.848	7328374.843	1	7.329	8.1987	10.0214	-3.6269	17.8028	0.5538	0.3825	2.5866	5	2021	9	253	0	3
boletus_edulis	Boletus edulis	66.058306	24.727411	397108.625	7328274.326	1	7.329	8.1987	10.0214	-3.6269	17.8028	0.5538	0.3825	2.5866	5	2021	9	253	1	3
boletus_edulis	Boletus edulis	60.32588	24.72824	374551.517	6689865.867	100	15.5793	14.8366	15.5183	9.0308	21.8	2.1465	2.2644	4.8356	5	2023	9	257	1	3
boletus_edulis	Boletus edulis	60.326028	24.729606	374627.496	6689879.745	1000	13.3664	13.0437	14.6732	4.9689	20.779	0.354	4.3672	5.8704	8	2021	9	245	1	3
other_agaricoid	Tapinella atrotomentosa	60.326028	24.729606	374627.496	6689879.745	1000	13.3664	13.0437	14.6732	4.9689	20.779	0.354	4.3672	5.8704	8	2021	9	245	0	3
boletus_edulis	Boletus edulis	60.18397	24.73014	374112.707	6674063.742	100	16.1933	16.9914	17.1223	10.2175	21.0118	2.0253	2.0424	2.6957	10	2023	8	238	1	3
other_agaricoid	Pholiota cerifera	60.21639	24.73078	374272.299	6677671.741	40	12.689	14.2369	14.8851	2.226	18.5022	1.5453	1.9635	4.7246	5	2023	9	263	0	3
boletus_edulis	Boletus edulis	60.18007	24.73191	374195.926	6673626.194	100	14.2111	15.7091	14.3984	11.0276	18.4611	8.0052	5.1164	3.04	8	2025	9	262	1	3
other_agaricoid	Asterophora parasitica	60.241519	24.734797	374590.859	6680461.643	1	16.3322	15.3842	16.8752	11.191	23.9038	3.581	4.086	3.1614	12	2016	8	235	0	3
other_agaricoid	Mycena corticola	60.16147	24.73516	374305.102	6671549.33	22	-0.9107	-0.0837	1.421	-6.6727	2.9769	2.3665	2.1078	3.5984	8	2024	12	349	0	3
other_agaricoid	Clitocybe agrestis	60.239731	24.735426	374618.84	6680261.394	1	10.2119	10.1552	11.4042	2.1063	17.1145	0.0312	0.1961	2.302	5	2017	9	273	0	3
other_agaricoid	Laccaria bicolor	64.395	24.73582	390837.861	7142976.734	10	12.7678	13.8231	14.4472	2.9632	20.6758	3.5884	4.1398	3.3257	13	2026	8	225	0	3
other_agaricoid	Gymnopus androsaceus	60.20059	24.73588	374494.44	6675903.066	175	14.1042	15.5659	14.5313	9.0429	18.3327	7.7618	5.218	3.0953	11	2025	9	263	0	3
other_agaricoid	Amanita rubescens	65.01724	24.73588	393318.338	7212286.9	100	9.6753	10.2948	12.6969	4.3617	16.5098	2.8506	1.7224	1.2365	7	2024	9	274	0	3
other_agaricoid	Cystoderma carcharias	65.01719	24.73751	393394.916	7212278.58	100	9.6753	10.2948	12.6969	4.3617	16.5098	2.8506	1.7224	1.2365	7	2024	9	274	0	3
other_agaricoid	Agrocybe dura	60.240295	24.73773	374748.524	6680319.807	1	13.9498	14.8068	16.3584	6.4626	22.1752	2.449	4.1294	2.3259	8	2019	7	193	0	3
other_agaricoid	Mycena galericulata	61.573567	24.738074	379890.968	6828761.947	10	14.5857	13.5857	14.8567	6.8	20.4	2.5012	1.435	1.8487	8	2009	8	242	0	3
boletus_edulis	Boletus edulis	60.19988	24.73868	374646.902	6675818.703	100	14.4927	12.9026	14.4253	5.8423	18.6072	2.1494	1.4147	2.2198	5	2025	9	246	1	3
other_agaricoid	Phlegmacium balteatocumatile	60.244458	24.738817	374824.577	6680781.202	1	16.7833	16.7872	16.8403	7.5881	24.4347	2.0923	3.883	3.2232	6	2019	9	247	0	3
boletus_edulis	Boletus edulis	60.563483	24.740057	376111.973	6716295.965	1000	10.5887	11.7383	12.9305	4.1538	15.8131	3.3928	2.611	1.8353	7	2017	9	253	1	3
boletus_edulis	Boletus edulis	60.728013	24.740179	376748.7	6734613.457	1	5.3727	8.5015	12.053	-2.1705	11.1457	0.5461	3.0405	2.4057	11	2019	9	266	1	3
boletus_edulis	Boletus edulis	60.246528	24.740604	374931.37	6681008.262	100	17.2885	16.8995	16.5394	8.3097	25.5349	2.0608	4.6733	3.3606	9	2017	8	227	1	3
other_agaricoid	Russula nigricans	60.197666	24.742534	374852.055	6675564.912	100	16.7729	15.6332	14.4963	11.0421	22.4846	0.0436	1.0739	0.8758	6	2025	9	253	0	3
other_agaricoid	Phlegmacium triumphans	60.8341	24.74319	377319.122	6746419.077	248	14.1202	14.713	15.4128	4.6152	21.9145	2.2578	5.7206	3.7362	9	2023	9	250	0	3
boletus_edulis	Boletus edulis	60.37326	24.7444	375624.209	6695110.022	10	18.4736	17.5154	17.2929	10.279	30.2432	2.439	4.3866	2.63	12	2023	8	222	1	3
boletus_edulis	Boletus edulis	60.39412	24.7463	375808.404	6697428.784	1000	12.1785	12.7801	14.0158	6.2855	18.4073	3.5356	5.5401	4.4386	11	2020	9	260	1	3
other_agaricoid	Russula vesca	60.38797	24.74676	375810.323	6696743.236	10	15.1203	15.3549	16.4525	8.3158	20.9059	5.5492	7.9699	4.6337	11	2023	9	247	0	3
other_agaricoid	Russula decolorans	60.17927	24.74726	375044.082	6673507.982	65	16.5361	16.3059	16.4503	10.8481	22.9002	1.3037	2.7976	2.4168	9	2020	8	218	0	3
other_agaricoid	Phlegmacium triumphans	60.16169	24.74955	375104.35	6671546.518	10	15.0282	15.3852	15.8076	6.1493	19.1935	2.8493	1.4246	4.3241	3	2023	9	260	0	3
boletus_edulis	Boletus edulis	60.14965	24.74959	375060.882	6670206.065	14	13.2579	13.0059	15.0338	5.0604	18.7015	7.0451	3.5225	3.6878	4	2024	9	273	1	3
boletus_edulis	Boletus edulis	60.16172	24.74971	375113.341	6671549.555	27	9.9933	9.6514	10.1358	1.4365	15.2197	1.0267	2.1109	2.271	8	2022	10	282	1	3
boletus_edulis	Boletus edulis	60.80671	24.7502	377595.484	6743356.48	52	16.4634	16.0783	16.9823	11.2889	24.2654	5.8437	4.2602	3.1216	9	2021	8	228	1	3
boletus_edulis	Boletus edulis	60.555589	24.751814	376726.263	6715395.015	1	15.6076	16.657	19.2575	8.5514	24.689	3.5524	3.0744	1.8608	7	2018	8	233	1	3
boletus_edulis	Boletus edulis	60.325551	24.752486	375888.8	6689783.349	1	16.1657	16.432	16.2411	8.2619	24.0407	5.3451	4.3267	2.6802	10	2019	8	238	1	3
other_agaricoid	Amanita fulva	60.21927	24.752798	375502.823	6677950.625	1	14.7177	15.4933	15.4306	6.4125	21.0406	2.9242	2.3082	3.2783	9	2016	8	244	0	3
boletus_edulis	Boletus edulis	60.72272	24.7528	377416.697	6734000.537	20	16.1381	17.2738	16.7953	7.0391	27.0436	0.922	2.6296	2.213	7	2023	8	226	1	3
boletus_edulis	Boletus edulis	60.38692	24.75372	376189.844	6696613.24	87	16.8062	16.5924	16.0419	9.6489	23.6341	3.4151	2.6061	3.7525	9	2020	8	214	1	3
boletus_edulis	Boletus edulis	65.91053	24.75498	397766.847	7311766.301	10	14.2722	14.8083	15.5331	7.3516	20.24	5.3688	5.1946	3.4619	9	2024	9	246	1	3
other_agaricoid	Schizophyllum commune	60.38675	24.75584	376306.019	6696590.332	10	5.1254	5.184	4.3881	-3.0857	13.547	0.0467	0.1745	0.8422	5	2022	5	125	0	3
other_agaricoid	Russula subfoetens	60.328831	24.756634	376130.228	6690140.709	100	17.5429	17.3786	17.4533	10.2	26.1	0.5517	1.7673	2.6268	5	2009	8	220	0	3
boletus_edulis	Boletus edulis	60.38954	24.75803	376437.268	6696896.836	16	16.4731	16.8081	16.6337	9.9081	26.1358	1.852	1.3906	4.9858	8	2020	7	207	1	3
other_agaricoid	Amanita rubescens	60.15974	24.76128	375747.813	6671307.302	15	15.2444	15.7195	16.4429	7.6514	20.2725	0.0	6.8639	4.0811	7	2023	9	252	0	3
boletus_edulis	Boletus edulis	60.2905	24.76212	376288.196	6685863.035	10	13.3976	12.348	14.5174	5.3919	18.8538	1.9376	1.3408	2.1006	4	2025	9	244	1	3
boletus_edulis	Boletus edulis	60.15804	24.76452	375921.184	6671111.953	10	17.9385	17.8743	17.2219	10.8734	24.0052	1.9602	1.4175	2.5219	6	2023	8	231	1	3
boletus_edulis	Boletus edulis	60.197291	24.765064	376099.323	6675480.663	1	16.0571	15.5357	16.3167	11.0	21.6	2.2054	1.5356	1.676	7	2009	9	245	1	3
other_agaricoid	Lycoperdon perlatum	60.232169	24.765553	376257.915	6679362.66	1000	9.4429	10.3357	11.4167	2.0	14.5	5.116	3.1464	3.5244	12	2011	10	282	0	3
boletus_edulis	Boletus edulis	60.24084	24.76567	376297.088	6680327.773	52	19.0446	17.8455	17.9948	11.6976	27.581	0.7486	2.0121	2.4654	8	2026	7	200	1	3
other_agaricoid	Schizophyllum commune	60.765436	24.767926	378403.314	6738728.231	1000	2.9705	5.8186	5.544	-5.1172	10.1989	3.4393	2.4802	2.5432	10	2025	11	320	0	3
other_agaricoid	Cantharellula umbonata	60.35248	24.76933	376920.189	6692749.775	10	6.4046	8.0764	12.0826	-0.2979	14.4522	0.1097	0.7821	2.631	3	2025	10	277	0	3
other_agaricoid	Amanita muscaria	60.74301	24.76945	378401.46	6736228.581	11	7.2957	7.979	8.2352	2.1757	13.4897	0.8559	0.5414	0.8328	6	2022	9	273	0	3
boletus_edulis	Boletus edulis	60.37204	24.77343	377219.943	6694919.758	20	15.4865	17.3626	15.955	9.4882	23.6175	2.4844	1.4677	5.3108	8	2020	7	210	1	3
other_agaricoid	Clitopilus prunulus	60.321033	24.773463	377029.893	6689241.053	100	10.9	10.8143	12.1333	-0.1	22.1	2.3918	2.3557	3.4223	10	2011	10	278	0	3
other_agaricoid	Pleurotus pulmonarius	64.94539	24.77373	394819.237	7204219.905	10	15.6386	15.4743	14.6894	7.0118	22.8702	0.7313	0.8046	1.1434	7	2026	7	189	0	3
other_agaricoid	Leucocybe connata	60.7576	24.77475	378745.386	6737843.176	10	8.0981	9.0605	9.4743	1.0451	14.4358	0.0562	1.3922	1.225	7	2022	9	268	0	3
other_agaricoid	Agaricus sylvicola	60.548212	24.776359	378044.005	6714527.958	1	6.8677	7.2385	8.7477	-0.6681	10.0746	10.5093	8.3465	4.2469	14	2017	10	285	0	3
boletus_edulis	Boletus edulis	62.195511	24.779952	384482.056	6897940.541	1	16.2728	17.108	19.8983	8.2531	23.2992	0.7295	0.6592	1.4768	7	2018	8	231	1	3
boletus_edulis	Boletus edulis	66.445082	24.782167	401114.359	7371276.265	1000	4.8098	5.7103	7.8792	-3.3764	13.5796	5.5507	3.2187	2.6678	8	2021	9	258	1	3
other_agaricoid	Chondrostereum purpureum	60.26067	24.78247	377301.198	6682504.062	100	8.4962	7.7212	9.4874	1.8361	14.9753	0.6726	1.8827	1.5782	6	2021	9	273	0	3
other_agaricoid	Lycoperdon perlatum	60.213928	24.782716	377139.903	6677299.843	1	16.1857	15.9071	16.1833	10.9	21.8	3.3359	2.2376	1.9709	9	2009	9	247	0	3
boletus_edulis	Boletus edulis	62.194854	24.78302	384639.146	6897861.91	1	19.074	17.345	19.5249	5.9543	29.5589	2.9975	1.9527	1.3368	6	2021	7	211	1	3
boletus_edulis	Boletus edulis	62.194826	24.783106	384643.513	6897858.639	100	15.8369	15.8839	16.1545	6.1417	27.5319	0.0513	0.5406	1.2603	6	2020	8	227	1	3
boletus_edulis	Boletus edulis	62.194779	24.783623	384670.228	6897852.484	1	15.3783	15.5142	14.6345	6.0934	24.8141	1.0966	1.6947	2.5304	11	2019	8	240	1	3
other_agaricoid	Lycoperdon perlatum	62.195006	24.783957	384688.469	6897877.168	100	14.4347	14.0443	14.4923	1.9255	21.2336	1.6296	2.1208	4.6325	4	2023	9	258	0	3
boletus_edulis	Boletus edulis	60.739605	24.784204	379192.768	6735822.245	1000	15.593	15.4338	18.5427	5.2308	24.5879	3.4545	2.7186	1.6886	8	2018	8	237	1	3
