sample_group	scientific_name	event_datetime	latitude_wgs84	longitude_wgs84	etrs_tm35fin_easting_m	etrs_tm35fin_northing_m	coordinate_accuracy_m
boletus_edulis	Boletus edulis	2021-08-28/2021-08-28	61.61511	26.10948	452770.68	6831627.141	10
boletus_edulis	Boletus edulis	2021-08-28/2021-08-28	62.98396	27.67877	534399.825	6983983.619	131
boletus_edulis	Boletus edulis	2021-08-28/2021-08-28	60.52148	22.3562	245210.881	6718485.424	100
boletus_edulis	Boletus edulis	2021-08-28/2021-08-28	60.40273	22.39078	246179.898	6705148.103	10
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	60.02872	24.0448	335345.253	6658289.353	10
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	60.31607	24.86153	381874.672	6688527.497	100
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	60.53246	24.16747	344586.39	6714058.081	59
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	60.53388	24.15951	344156.658	6714234.967	39
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	63.38172	22.55487	277921.298	7035827.533	10
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	60.35575	22.45533	249369.709	6699677.016	100
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	61.50857	23.82571	331114.636	6823549.546	15
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	60.27893	24.80605	378673.214	6684493.339	151
boletus_edulis	Boletus edulis	2021-08-29/2021-08-29	60.16084	24.65433	369817.922	6671635.798	65
boletus_edulis	Boletus edulis	2021-08-27/2021-08-27	62.30333	27.80639	541815.222	6908232.706	100
boletus_edulis	Boletus edulis	2021-08-30/2021-08-30	62.66718	25.31699	413789.353	6949633.197	10
boletus_edulis	Boletus edulis	2021-08-30/2021-08-30	61.0026	25.49439	418579.446	6764012.702	100
boletus_edulis	Boletus edulis	2021-08-31/2021-08-31	64.09013	23.40593	324843.758	7112001.327	10
boletus_edulis	Boletus edulis	2021-08-31/2021-08-31	64.09021	23.4058	324837.931	7112010.589	10
boletus_edulis	Boletus edulis	2021-08-31/2021-08-31	61.24462	22.47649	257361.438	6798438.137	10
boletus_edulis	Boletus edulis	2021-08-31/2021-08-31	61.24458	22.47648	257360.593	6798433.727	10
boletus_edulis	Boletus edulis	2021-08-31/2021-08-31	61.24461	22.47659	257366.719	6798436.654	13
boletus_edulis	Boletus edulis	2021-08-31/2021-08-31	63.45678	29.51809	625526.416	7038952.151	65
boletus_edulis	Boletus edulis	2021-09-01/2021-09-01	61.72086	27.90762	547971.931	6843418.932	10
boletus_edulis	Boletus edulis	2021-08-31/2021-08-31	62.86761	27.65388	533270.171	6971007.805	31
boletus_edulis	Boletus edulis	2021-09-01/2021-09-01	60.40061	22.31335	241904.032	6705213.477	10
boletus_edulis	Boletus edulis	2021-08-27/2021-08-27	61.68796	27.30879	516338.71	6839458.136	100
boletus_edulis	Boletus edulis	2021-09-03/2021-09-03	60.1975	21.90515	217705.168	6684308.534	10
boletus_edulis	Boletus edulis	2021-09-01/2021-09-01	66.89547	25.12799	418035.582	7420959.213	100
boletus_edulis	Boletus edulis	2021-09-03/2021-09-03	60.45359	25.02719	391482.036	6703553.751	10
boletus_edulis	Boletus edulis	2021-09-04/2021-09-04	63.6472	27.18417	509121.55	7057714.79	252
boletus_edulis	Boletus edulis	2021-09-04/2021-09-04	64.78012	25.32415	420330.736	7185003.926	23
boletus_edulis	Boletus edulis	2021-08-19/2021-08-19	60.16104	25.1093	395063.705	6670848.13	100
boletus_edulis	Boletus edulis	2021-09-05/2021-09-05	61.81583	22.95056	286720.555	6860310.968	100
boletus_edulis	Boletus edulis	2021-09-05/2021-09-05	60.35638	25.1174	396133.905	6692584.753	25
boletus_edulis	Boletus edulis	2021-08-24/2021-08-24	63.60703	27.11118	505514.295	7053230.425	100
boletus_edulis	Boletus edulis	2021-09-07/2021-09-07	61.62925	26.09882	452227.143	6833209.934	10
boletus_edulis	Boletus edulis	2021-08-28/2021-08-28	60.60132	24.68296	373131.305	6720617.28	232
boletus_edulis	Boletus edulis	2021-09-08/2021-09-08	61.65385	26.0728	450886.875	6835969.424	16
boletus_edulis	Boletus edulis	2021-09-08/2021-09-08	62.20784	25.90662	443124.178	6897814.184	10
boletus_edulis	Boletus edulis	2021-09-10/2021-09-10	60.76202	23.874	329708.459	6740335.646	24
boletus_edulis	Boletus edulis	2021-09-11/2021-09-11	61.47389	26.75028	486695.386	6815598.705	100
boletus_edulis	Boletus edulis	2021-09-11/2021-09-11	60.45353	25.02896	391579.179	6703544.154	10
boletus_edulis	Boletus edulis	2021-09-10/2021-09-10	63.83356	22.91037	298882.787	7084913.352	24
boletus_edulis	Boletus edulis	2021-09-12/2021-09-12	60.45353	25.02825	391540.132	6703545.324	10
boletus_edulis	Boletus edulis	2021-08-16/2021-08-16	61.32845	22.84964	277950.728	6806433.239	58
boletus_edulis	Boletus edulis	2021-08-16/2021-08-16	61.32845	22.84964	277950.728	6806433.239	58
boletus_edulis	Boletus edulis	2021-08-21/2021-08-21	61.31191	22.87939	279424.616	6804492.546	73
boletus_edulis	Boletus edulis	2021-08-23/2021-08-23	61.51748	22.19145	244330.981	6829866.876	104
boletus_edulis	Boletus edulis	2021-09-04/2021-09-04	59.98622	23.74212	318256.38	6654352.522	51
boletus_edulis	Boletus edulis	2018-09-03/2018-09-03	60.448519	24.845024	381445.511	6703303.246	1
boletus_edulis	Boletus edulis	2019-07-10/2019-07-10	64.972678	25.2037	415214.897	7206614.011	1
boletus_edulis	Boletus edulis	2019-07-13/2019-07-13	60.276541	25.22026	401567.923	6683537.362	1
boletus_edulis	Boletus edulis	2019-07-19/2019-07-19	62.958411	22.966387	295495.774	6987370.818	1
boletus_edulis	Boletus edulis	2019-07-17/2019-07-17	60.335727	23.208726	290755.724	6694820.135	1
boletus_edulis	Boletus edulis	2019-07-20/2019-07-20	60.483201	25.162848	399034.802	6706634.945	1
boletus_edulis	Boletus edulis	2019-07-18/2019-07-18	62.655824	24.060259	349382.479	6950676.357	1
boletus_edulis	Boletus edulis	2019-07-23/2019-07-23	66.58311	25.65976	440566.889	7385545.511	1
boletus_edulis	Boletus edulis	2019-07-24T18:33/2019-07-24T20:33	60.664285	23.60946	314743.896	6730175.355	1000
boletus_edulis	Boletus edulis	2019-08-13/2019-08-13	60.189941	25.137066	396695.279	6674022.2	1
boletus_edulis	Boletus edulis	2019-08-21/2019-08-21	60.114482	23.527388	307034.854	6669233.288	1
boletus_edulis	Boletus edulis	2019-08-26/2019-08-26	61.696888	27.403492	521343.379	6840480.087	1
boletus_edulis	Boletus edulis	2019-08-26/2019-08-26	60.325551	24.752486	375888.8	6689783.349	1
boletus_edulis	Boletus edulis	2019-08-27/2019-08-27	61.755194	29.275478	620121.129	6849010.678	1000
boletus_edulis	Boletus edulis	2019-08-27/2019-08-27	60.126202	23.517112	306533.012	6670567.395	1
boletus_edulis	Boletus edulis	2019-08-28/2019-08-28	62.194779	24.783623	384670.228	6897852.484	1
boletus_edulis	Boletus edulis	2019-08-30/2019-08-30	62.252481	25.677897	431329.018	6903008.53	1
boletus_edulis	Boletus edulis	2019-08-29/2019-08-29	61.808408	29.329957	622783.746	6855037.717	1
boletus_edulis	Boletus edulis	2019-08-28/2019-08-28	62.602962	29.753246	641318.204	6944369.052	1
boletus_edulis	Boletus edulis	2019-08-30/2019-08-30	64.051469	23.646216	336318.663	7107058.784	1
boletus_edulis	Boletus edulis	2019-08-31/2019-08-31	60.33919	25.03473	391516.688	6690803.949	1000
boletus_edulis	Boletus edulis	2019-08-31/2019-08-31	64.092905	23.503537	329613.884	7112045.317	1000
boletus_edulis	Boletus edulis	2019-08-31/2019-08-31	61.561141	23.510213	314653.334	6830258.044	1000
boletus_edulis	Boletus edulis	2019-08-31/2019-08-31	61.609201	23.262411	301809.394	6836335.743	1000
boletus_edulis	Boletus edulis	2019-08-26/2019-08-26	62.407453	24.791595	385893.57	6921521.453	1
boletus_edulis	Boletus edulis	2019-09-01/2019-09-01	60.928569	23.452798	307780.793	6760034.078	1
boletus_edulis	Boletus edulis	2019-09-01/2019-09-01	60.187431	24.703209	372632.913	6674500.697	1000
boletus_edulis	Boletus edulis	2019-09-01/2019-09-01	66.52998	25.56483	436221.687	7379717.898	1
boletus_edulis	Boletus edulis	2019-09-02/2019-09-02	62.249625	25.723287	433680.108	6902643.079	1
boletus_edulis	Boletus edulis	2019-08-31/2019-08-31	64.092905	23.503537	329613.884	7112045.317	1000
boletus_edulis	Boletus edulis	2019-09-03/2019-09-03	64.996041	25.483941	428502.5	7208870.694	1
boletus_edulis	Boletus edulis	2019-09-04/2019-09-04	60.426763	22.206345	236230.239	6708545.391	1000
boletus_edulis	Boletus edulis	2019-09-04/2019-09-04	60.210805	25.03211	390945.573	6676514.006	1000
boletus_edulis	Boletus edulis	2019-09-01/2019-09-01	60.317366	24.667769	371179.647	6689034.634	1000
boletus_edulis	Boletus edulis	2019-09-05/2019-09-05	60.344817	25.215663	401519.458	6691146.455	1
boletus_edulis	Boletus edulis	2019-09-06/2019-09-06	65.000138	25.498815	429214.698	7209310.455	1
boletus_edulis	Boletus edulis	2019-09-06/2019-09-06	61.64787	23.170945	297216.564	6840919.916	1000
boletus_edulis	Boletus edulis	2019-09-08/2019-09-08	64.264141	29.048544	599238.614	7128046.996	1000
boletus_edulis	Boletus edulis	2019-09-11/2019-09-11	65.061792	25.589648	433650.499	7216081.725	100
boletus_edulis	Boletus edulis	2019-09-09T10:30/2019-09-09T12:30	64.026345	23.394466	323883.264	7104933.814	100
boletus_edulis	Boletus edulis	2019-09-06/2019-09-06	60.625864	25.095259	395781.005	6722625.37	1
boletus_edulis	Boletus edulis	2019-09-13T09:00/2019-09-13T14:00	60.275456	25.161291	398303.716	6683506.004	1000
boletus_edulis	Boletus edulis	2016-09-22/2016-09-22	60.254716	24.606991	367570.43	6682180.537	1000
boletus_edulis	Boletus edulis	2019-09-15/2019-09-15	66.497343	25.750578	444402.524	7375903.036	1000
boletus_edulis	Boletus edulis	2019-09-14/2019-09-14	62.420229	25.081331	400902.797	6922466.4	1000
boletus_edulis	Boletus edulis	2019-09-14/2019-09-14	60.829008	24.582976	368591.569	6746162.451	1
boletus_edulis	Boletus edulis	2019-09-17/2019-09-17	60.908973	23.144672	290968.159	6758797.341	1
boletus_edulis	Boletus edulis	2019-09-20/2019-09-20	62.253022	25.682648	431576.99	6903063.761	1000
boletus_edulis	Boletus edulis	2019-09-20/2019-09-20	62.591539	22.414624	264644.797	6948447.945	1000
boletus_edulis	Boletus edulis	2019-09-21/2019-09-21	62.725722	22.205179	255020.364	6964149.108	1
boletus_edulis	Boletus edulis	2019-09-21/2019-09-21	62.589887	22.414661	264633.614	6948264.1	1000
boletus_edulis	Boletus edulis	2019-09-22/2019-09-22	60.316985	25.42825	413176.997	6687748.642	1
boletus_edulis	Boletus edulis	2019-09-23/2019-09-23	60.844271	23.026425	284125.522	6751982.839	1
boletus_edulis	Boletus edulis	2019-09-23/2019-09-23	60.842149	23.02918	284260.758	6751737.717	1
boletus_edulis	Boletus edulis	2019-09-23/2019-09-23	60.728013	24.740179	376748.7	6734613.457	1
boletus_edulis	Boletus edulis	2019-09-24/2019-09-24	61.40768	27.326627	517438.983	6808241.623	1000
boletus_edulis	Boletus edulis	2019-09-24/2019-09-24	61.486034	27.25355	513503.409	6816952.235	1
boletus_edulis	Boletus edulis	2019-09-24/2019-09-24	62.256178	25.675846	431230.922	6903422.51	1000
boletus_edulis	Boletus edulis	2019-09-23/2019-09-23	62.16876	25.862195	440736.959	6893500.805	100
boletus_edulis	Boletus edulis	2019-09-27/2019-09-27	61.565664	21.52961	209646.903	6837998.505	100
boletus_edulis	Boletus edulis	2019-09-28/2019-09-28	61.551097	21.69528	218294.034	6835651.556	1
boletus_edulis	Boletus edulis	2019-09-29/2019-09-29	60.182486	24.661817	370318.683	6674030.777	1000
boletus_edulis	Boletus edulis	2019-08-24/2019-08-24	61.708167	27.245279	512969.741	6841694.8	1000
boletus_edulis	Boletus edulis	2019-09-21/2019-10-02	60.212966	24.682636	371592.189	6677383.25	1000
boletus_edulis	Boletus edulis	2019-09-29/2019-09-29	63.866964	23.08128	307508.045	7088102.712	1000
boletus_edulis	Boletus edulis	2019-09-06/2019-09-08	61.169428	25.868662	439138.936	6782185.663	1000
boletus_edulis	Boletus edulis	2019-10-05/2019-10-05	60.159634	25.082903	393594.366	6670733.825	1
boletus_edulis	Boletus edulis	2019-10-05/2019-10-05	60.975072	25.752581	432482.258	6760653.475	1000
boletus_edulis	Boletus edulis	2019-10-10/2019-10-10	61.42379	25.705909	430945.598	6810677.374	1
boletus_edulis	Boletus edulis	2019-10-09T15:00/2019-10-09T18:00	62.186281	25.878745	441632.693	6895437.473	1
boletus_edulis	Boletus edulis	2019-10-11/2019-10-11	61.483359	25.586778	424733.056	6817443.694	100
boletus_edulis	Boletus edulis	2019-09-27/2019-09-27	61.565664	21.5307	209704.66	6837993.641	100
boletus_edulis	Boletus edulis	2019-10-11/2019-10-11	62.187711	25.730131	433900.337	6895739.544	1000
boletus_edulis	Boletus edulis	2019-09-22/2019-09-22	62.7848	22.3805	264438.399	6970063.996	1
boletus_edulis	Boletus edulis	2019-09-22/2019-09-22	62.7858	22.3802	264431.111	6970176.297	1
boletus_edulis	Boletus edulis	2019-09-10/2019-09-10	63.77873	26.06583	453947.983	7072694.618	1
boletus_edulis	Boletus edulis	2018-09-04/2018-09-04	63.0709	21.7304	233950.473	7004407.509	1
boletus_edulis	Boletus edulis	2018-09-19/2018-09-19	63.0331	21.8304	238652.206	6999795.495	1
boletus_edulis	Boletus edulis	2018-09-21/2018-09-21	63.0794	21.719	233453.732	7005399.488	1
boletus_edulis	Boletus edulis	2018-09-23/2018-09-23	63.2429	21.5686	227417.313	7024201.491	1
boletus_edulis	Boletus edulis	2018-09-30/2018-09-30	60.459097	22.084766	229817.607	6712633.314	10
boletus_edulis	Boletus edulis	2019-09-24/2019-09-24	61.40699	27.32814	517520.15	6808165.169	1
boletus_edulis	Boletus edulis	2019-09-29/2019-09-29	60.412128	22.91144	274889.951	6704299.25	1
boletus_edulis	Boletus edulis	2019-07-18/2019-07-18	60.424448	22.894528	274045.156	6705727.529	1
boletus_edulis	Boletus edulis	2019-07-20/2019-07-20	62.318391	26.349421	466280.981	6909819.572	100
boletus_edulis	Boletus edulis	2019-08-29/2019-08-29	62.321305	26.348828	466253.515	6910144.507	1000
boletus_edulis	Boletus edulis	2019-09-14/2019-09-14	66.323086	26.294443	468383.37	7356101.171	1
boletus_edulis	Boletus edulis	2017-08-15/2017-08-15	60.246528	24.740604	374931.37	6681008.262	100
boletus_edulis	Boletus edulis	2014-08-30/2014-08-30	60.231126	24.712998	373344.206	6679346.256	1
boletus_edulis	Boletus edulis	2019-09-27/2019-09-27	61.569158	21.490893	207628.303	6838560.113	1
boletus_edulis	Boletus edulis	2019-08-26/2019-08-26	60.473268	23.085766	284885.049	6710517.189	100
boletus_edulis	Boletus edulis	2019-09-08/2019-09-08	60.605579	25.250571	404217.447	6720130.421	100
boletus_edulis	Boletus edulis	2020-07-17/2020-07-17	60.723129	24.848901	382659.122	6733870.524	1
boletus_edulis	Boletus edulis	2020-07-09/2020-07-09	61.958902	26.676664	483041.78	6869644.036	1000
boletus_edulis	Boletus edulis	2020-07-14/2020-07-14	61.232029	25.635304	426731.999	6789397.162	1
boletus_edulis	Boletus edulis	2020-07-17/2020-07-17	60.206698	25.172193	398694.495	6675833.52	1
boletus_edulis	Boletus edulis	2020-07-18/2020-07-18	63.138304	23.139927	305490.144	7006847.094	1
boletus_edulis	Boletus edulis	2020-07-18/2020-07-18	62.318533	26.347698	466191.841	6909836.29	100
boletus_edulis	Boletus edulis	2020-07-19/2020-07-19	64.260042	27.645938	531299.867	7126150.809	1000
boletus_edulis	Boletus edulis	2020-07-11/2020-08-12	61.462	23.811	330078.688	6818404.583	1
boletus_edulis	Boletus edulis	2020-07-23/2020-07-23	66.498156	25.745408	444174.312	7375998.257	1
boletus_edulis	Boletus edulis	2020-07-23/2020-07-23	60.507939	21.211813	182389.264	6721963.264	1
boletus_edulis	Boletus edulis	2020-07-23/2020-07-23	66.505753	25.728119	443422.327	7376860.509	1
boletus_edulis	Boletus edulis	2020-07-17/2020-07-17	60.383055	25.68346	427420.285	6694797.365	1
boletus_edulis	Boletus edulis	2020-07-26/2020-07-26	60.808046	23.482787	308684.766	6746535.643	1
boletus_edulis	Boletus edulis	2020-07-24/2020-07-24	65.609688	27.562641	525925.749	7276521.813	1000
boletus_edulis	Boletus edulis	2020-07-25/2020-07-25	66.650062	25.773796	445769.881	7392903.661	100
boletus_edulis	Boletus edulis	2020-07-25/2020-07-25	64.059945	23.645192	336318.456	7108004.928	1
boletus_edulis	Boletus edulis	2020-07-25/2020-07-25	66.58336	25.67406	441201.538	7385559.833	1
boletus_edulis	Boletus edulis	2020-07-28/2020-07-28	60.524894	24.470431	361170.774	6712538.37	1000
boletus_edulis	Boletus edulis	2020-07-29/2020-07-29	60.845042	23.03848	284785.077	6752028.972	1
boletus_edulis	Boletus edulis	2020-07-28/2020-07-28	63.960818	23.537577	330471.723	7097252.365	1000
boletus_edulis	Boletus edulis	2020-07-27/2020-07-30	60.530381	24.557633	365977.804	6712968.376	1000
boletus_edulis	Boletus edulis	2020-07-30/2020-07-30	60.124007	23.520115	306686.84	6670314.371	100
boletus_edulis	Boletus edulis	2020-07-30/2020-07-30	66.509916	25.767281	445173.358	7377289.565	1
boletus_edulis	Boletus edulis	2020-07-30/2020-07-30	61.839752	25.433966	417550.587	6857322.057	1
boletus_edulis	Boletus edulis	2020-08-01/2020-08-01	61.231412	25.635767	426755.42	6789327.927	1
boletus_edulis	Boletus edulis	2020-08-02/2020-08-02	61.548178	23.542522	316291.524	6828723.954	1000
boletus_edulis	Boletus edulis	2020-08-03/2020-08-03	59.920905	23.203063	287787.667	6648690.613	100
boletus_edulis	Boletus edulis	2020-08-03/2020-08-03	59.910774	23.208481	288025.633	6647546.226	1000
boletus_edulis	Boletus edulis	2020-08-03/2020-08-03	64.027853	23.51366	329710.125	7104777.57	1
boletus_edulis	Boletus edulis	2020-08-03/2020-08-03	64.010012	23.398313	323968.166	7103105.365	1
boletus_edulis	Boletus edulis	2020-07-22/2020-07-22	61.098715	28.245016	567125.848	6774421.269	1000
boletus_edulis	Boletus edulis	2020-07-20/2020-07-20	62.04334	26.144583	455260.169	6879303.295	100
boletus_edulis	Boletus edulis	2020-08-04/2020-08-04	61.657627	23.475205	313377.111	6841095.052	1
boletus_edulis	Boletus edulis	2020-08-04/2020-08-04	65.284369	28.367788	563809.882	7240839.469	1000
boletus_edulis	Boletus edulis	2020-08-05/2020-08-05	62.561577	28.633693	583982.715	6937805.665	100
boletus_edulis	Boletus edulis	2020-08-15/2020-08-15	63.900915	29.310777	613406.336	7088027.005	1000
boletus_edulis	Boletus edulis	2020-07-29/2020-07-29	63.219331	29.296326	615422.906	7012092.094	1
boletus_edulis	Boletus edulis	2020-08-06/2020-08-06	62.576424	28.644416	584491.724	6939473.377	100
boletus_edulis	Boletus edulis	2020-08-06/2020-08-06	60.355639	25.723464	429566.346	6691700.934	1
boletus_edulis	Boletus edulis	2020-08-07/2020-08-07	62.54551	28.637977	584248.321	6936021.643	1000
boletus_edulis	Boletus edulis	2020-08-08/2020-08-08	63.089593	23.105513	303428.505	7001531.938	1
boletus_edulis	Boletus edulis	2020-08-01/2020-08-01	60.213593	24.682613	371593.367	6677453.096	1000
boletus_edulis	Boletus edulis	2020-08-08/2020-08-08	63.987864	23.762212	341615.975	7099685.118	1
boletus_edulis	Boletus edulis	2020-08-10/2020-08-10	62.39392	28.78981	592524.204	6919345.252	1
boletus_edulis	Boletus edulis	2020-08-10/2020-08-10	66.791917	24.173803	375753.27	7411001.008	1000
boletus_edulis	Boletus edulis	2020-08-12/2020-08-12	64.52247	27.7923	538027.118	7155473.896	1
boletus_edulis	Boletus edulis	2020-08-09/2020-08-09	60.592031	21.387118	192791.994	6730471.489	10
boletus_edulis	Boletus edulis	2020-08-13/2020-08-13	61.467874	23.372975	306791.489	6820278.385	1
boletus_edulis	Boletus edulis	2020-08-13/2020-08-13	62.251751	25.691888	432054.005	6902912.454	100
boletus_edulis	Boletus edulis	2020-08-14/2020-08-14	62.194826	24.783106	384643.513	6897858.639	100
boletus_edulis	Boletus edulis	2020-08-06/2020-08-06	61.468215	23.380359	307186.652	6820294.462	1000
boletus_edulis	Boletus edulis	2020-08-16/2020-08-16	60.21303	24.915299	384481.497	6676960.445	1
boletus_edulis	Boletus edulis	2020-08-19/2020-08-19	62.63308	29.871763	647249.193	6947987.301	1000
boletus_edulis	Boletus edulis	2020-08-21/2020-08-21	62.478546	27.815244	542028.203	6927757.678	1000
boletus_edulis	Boletus edulis	2020-08-21/2020-08-21	62.645193	30.214441	664742.617	6950164.68	100
boletus_edulis	Boletus edulis	2020-08-22/2020-08-22	63.836934	23.122381	309321.759	7084637.754	1
boletus_edulis	Boletus edulis	2020-09-02/2020-09-02	60.201252	25.026133	390582.601	6675460.286	1
boletus_edulis	Boletus edulis	2020-09-03/2020-09-03	62.206497	28.942762	601056.283	6898700.306	1
boletus_edulis	Boletus edulis	2020-09-05/2020-09-05	69.437353	27.218131	508550.38	7703145.46	1000
boletus_edulis	Boletus edulis	2017-08-29/2017-08-29	60.457541	22.091234	230159.77	6712433.791	100
boletus_edulis	Boletus edulis	2017-08-29/2017-08-29	60.459323	22.087038	229944.217	6712649.107	100
boletus_edulis	Boletus edulis	2020-09-07/2020-09-07	68.973438	26.987822	499512.363	7651400.411	1
boletus_edulis	Boletus edulis	2017-09-04/2017-09-04	60.473811	22.10499	231049.775	6714186.115	100
boletus_edulis	Boletus edulis	2020-09-07/2020-09-10	60.506187	24.695073	373423.133	6710002.761	1000
boletus_edulis	Boletus edulis	2020-09-09/2020-09-09	60.675323	27.704758	538505.355	6726830.704	1
boletus_edulis	Boletus edulis	2020-09-10/2020-09-10	60.530228	27.569835	531273.834	6710599.252	1
boletus_edulis	Boletus edulis	2020-09-10/2020-09-10	60.527833	27.56672	531105.176	6710331.035	1
boletus_edulis	Boletus edulis	2020-09-10/2020-09-10	60.39069	25.699024	428295.026	6695630.555	1
boletus_edulis	Boletus edulis	2018-09-16/2018-09-16	60.772366	22.75731	269000.861	6744901.677	100
boletus_edulis	Boletus edulis	2020-09-11/2020-09-11	60.3604	25.69678	428104.651	6692259.925	1
boletus_edulis	Boletus edulis	2020-08-18/2020-08-18	63.073798	22.07804	251500.278	7003336.376	1
boletus_edulis	Boletus edulis	2020-09-13/2020-09-13	60.310666	22.11327	230156.004	6696016.011	1000
boletus_edulis	Boletus edulis	2020-09-14/2020-09-14	60.233707	25.023899	390566.997	6679077.462	1
boletus_edulis	Boletus edulis	2016-09-13/2016-09-13	62.60803	30.028107	655392.497	6945565.383	100
boletus_edulis	Boletus edulis	2016-09-13/2016-09-13	62.587503	30.108024	659601.433	6943475.456	100
boletus_edulis	Boletus edulis	2020-09-16/2020-09-16	60.572943	23.964978	333689.392	6719059.185	1000
boletus_edulis	Boletus edulis	2020-09-16/2020-09-16	60.577754	23.982868	334693.824	6719549.522	1000
boletus_edulis	Boletus edulis	2020-09-15/2020-09-15	61.687584	27.260399	513778.421	6839405.055	1
boletus_edulis	Boletus edulis	2020-09-18/2020-09-18	62.092655	30.144607	664159.249	6888484.467	1
boletus_edulis	Boletus edulis	2020-09-19/2020-09-19	62.045122	30.257744	670327.925	6883485.733	1000
boletus_edulis	Boletus edulis	2020-09-18/2020-09-18	62.089343	30.160129	664987.076	6888155.232	1
boletus_edulis	Boletus edulis	2020-09-19/2020-09-19	66.708922	27.419814	518523.411	7398994.475	1000
boletus_edulis	Boletus edulis	2020-09-19/2020-09-19	62.046042	30.259298	670403.974	6883592.213	1
boletus_edulis	Boletus edulis	2020-09-21/2020-09-21	60.353109	25.671062	426669.612	6691476.338	1
boletus_edulis	Boletus edulis	2020-09-22/2020-09-22	60.26605	25.838706	435748.735	6681606.607	1
boletus_edulis	Boletus edulis	2020-09-22/2020-09-22	60.678081	24.42233	359200.619	6729693.53	1
boletus_edulis	Boletus edulis	2020-09-10/2020-09-10	65.20248	26.29302	466914.295	7231206.19	1
boletus_edulis	Boletus edulis	2020-09-19/2020-09-19	62.045604	30.250822	669963.541	6883521.214	1
boletus_edulis	Boletus edulis	2020-09-25/2020-09-25	60.265489	25.715933	428955.37	6681670.014	1
boletus_edulis	Boletus edulis	2020-09-25/2020-09-25	60.318988	24.03823	336429.4	6690611.247	1000
boletus_edulis	Boletus edulis	2020-09-25/2020-09-25	60.1957	25.049495	391859.105	6674803.642	1000
boletus_edulis	Boletus edulis	2020-09-26T13:30/2020-09-26	60.98958	23.456157	308330.264	6766812.99	1000
boletus_edulis	Boletus edulis	2020-09-27/2020-09-27	63.073671	22.078255	251510.033	7003321.424	100
boletus_edulis	Boletus edulis	2020-10-03/2020-10-03	60.160656	25.033811	390873.509	6670927.721	1
boletus_edulis	Boletus edulis	2020-10-03/2020-10-03	63.073633	22.077741	251483.796	7003319.189	1
boletus_edulis	Boletus edulis	2020-09-20/2020-09-20	62.076321	30.171834	665668.806	6886735.653	100
boletus_edulis	Boletus edulis	2020-09-29/2020-09-29	60.267551	24.640023	369449.029	6683543.533	1000
boletus_edulis	Boletus edulis	2016-09-14/2016-09-14	63.145867	30.607095	681725.239	7006947.272	100
boletus_edulis	Boletus edulis	2020-10-17/2020-10-17	65.119137	25.616541	435055.474	7222443.616	1000
boletus_edulis	Boletus edulis	2020-09-26/2020-09-26	63.088053	21.675257	231329.571	7006543.538	1
boletus_edulis	Boletus edulis	2020-09-26/2020-09-26	63.088746	21.674348	231290.186	7006624.359	1
boletus_edulis	Boletus edulis	2020-09-26/2020-09-26	63.08189	21.682474	231636.255	7005828.423	10
boletus_edulis	Boletus edulis	2020-07-25/2020-07-25	66.094032	25.265053	421554.803	7331477.085	1000
boletus_edulis	Boletus edulis	2020-07-29/2020-07-29	66.498131	25.779694	445699.725	7375965.253	100
boletus_edulis	Boletus edulis	2017-08-12/2017-08-12	60.257131	24.610688	367784.702	6682441.966	1000
boletus_edulis	Boletus edulis	2020-09-07/2020-09-07	66.519684	25.653323	440129.023	7378482.839	1000
boletus_edulis	Boletus edulis	2019-09-19/2019-09-19	60.281734	25.165658	398564.648	6684198.294	1000
boletus_edulis	Boletus edulis	2012-08-10/2012-08-10	60.477393	25.064532	393613.619	6706143.089	1000
boletus_edulis	Boletus edulis	2020-07-12/2020-07-12	62.318695	26.35392	466514.494	6909851.101	1
boletus_edulis	Boletus edulis	2019-08-24/2019-08-24	62.144003	27.51476	526834.186	6890328.97	1000
boletus_edulis	Boletus edulis	2020-08-04/2020-08-04	62.318677	26.344056	466003.247	6909854.24	1
boletus_edulis	Boletus edulis	2020-07-22/2020-07-22	60.448374	24.980731	388909.2	6703050.469	1
boletus_edulis	Boletus edulis	2020-08-12/2020-08-12	62.10704	30.265197	670369.974	6890396.848	100
boletus_edulis	Boletus edulis	2021-07-20/2021-07-20	65.284369	28.367788	563809.882	7240839.469	1000
boletus_edulis	Boletus edulis	2020-10-04/2020-10-04	62.266033	25.649719	429897.076	6904548.266	1000
boletus_edulis	Boletus edulis	2021-07-30/2021-07-30	62.194854	24.78302	384639.146	6897861.91	1
boletus_edulis	Boletus edulis	2021-08-04/2021-08-04	63.563336	29.076411	603130.066	7050030.537	100
boletus_edulis	Boletus edulis	2021-08-02/2021-08-02	61.37145	23.208225	297397.851	6810049.82	100
boletus_edulis	Boletus edulis	2021-08-27/2021-08-27	63.091099	29.546998	628584.763	6998288.433	1000
